     d1,      d2,      d3,  AbsRel,   SqRel,    RMSE, RMSElog,   SILog,   log10
  5.731,   0.018,   0.040,   0.082,   1.694,   0.059,   0.992,   0.999,   1.000
  9.814,   0.029,   0.065,   0.238,   2.959,   0.101,   0.952,   0.995,   0.999
  9.009,   0.022,   0.050,   0.200,   2.697,   0.090,   0.953,   0.997,   1.000
 10.048,   0.022,   0.052,   0.321,   3.504,   0.101,   0.957,   0.990,   0.995
  9.365,   0.042,   0.090,   0.349,   3.445,   0.130,   0.907,   0.997,   1.000
  7.750,   0.024,   0.054,   0.166,   2.614,   0.081,   0.976,   0.999,   1.000
  7.439,   0.024,   0.056,   0.138,   2.025,   0.075,   0.991,   0.998,   0.999
  9.990,   0.026,   0.056,   0.325,   3.788,   0.108,   0.926,   0.993,   1.000
 11.480,   0.041,   0.094,   0.412,   4.412,   0.118,   0.945,   0.998,   0.999
 11.380,   0.032,   0.073,   0.340,   3.352,   0.114,   0.948,   0.989,   0.998
 14.131,   0.043,   0.093,   0.505,   4.390,   0.143,   0.836,   0.998,   1.000
  4.117,   0.016,   0.036,   0.066,   1.622,   0.050,   0.997,   1.000,   1.000
  8.449,   0.027,   0.064,   0.163,   2.526,   0.088,   0.976,   0.999,   1.000
 10.609,   0.039,   0.094,   0.219,   2.269,   0.110,   0.952,   1.000,   1.000
  7.594,   0.030,   0.073,   0.167,   1.931,   0.094,   0.965,   0.998,   0.999
  9.013,   0.024,   0.057,   0.220,   2.608,   0.092,   0.961,   0.997,   1.000
  6.579,   0.017,   0.039,   0.140,   2.377,   0.066,   0.983,   1.000,   1.000
  6.216,   0.020,   0.044,   0.175,   2.814,   0.073,   0.987,   0.999,   1.000
  6.269,   0.017,   0.039,   0.096,   1.880,   0.064,   0.992,   0.998,   1.000
  8.976,   0.027,   0.059,   0.204,   2.911,   0.099,   0.978,   0.995,   0.998
  4.697,   0.016,   0.036,   0.062,   1.637,   0.047,   0.995,   1.000,   1.000
  6.807,   0.030,   0.073,   0.256,   2.692,   0.093,   0.983,   0.992,   1.000
  9.895,   0.031,   0.069,   0.319,   3.540,   0.104,   0.941,   1.000,   1.000
  7.693,   0.025,   0.060,   0.188,   2.490,   0.089,   0.969,   0.997,   0.999
 10.407,   0.027,   0.060,   0.268,   2.955,   0.109,   0.938,   0.991,   0.999
 10.335,   0.037,   0.080,   0.356,   3.897,   0.116,   0.937,   0.996,   0.999
  6.600,   0.024,   0.055,   0.153,   2.425,   0.075,   0.989,   0.999,   1.000
 11.744,   0.035,   0.074,   0.634,   5.732,   0.133,   0.878,   0.994,   0.999
  5.568,   0.026,   0.062,   0.099,   1.804,   0.074,   0.995,   0.999,   1.000
 11.627,   0.043,   0.100,   0.298,   2.824,   0.120,   0.946,   0.999,   1.000
  6.406,   0.013,   0.030,   0.106,   1.840,   0.064,   0.982,   0.997,   0.999
  5.020,   0.015,   0.035,   0.089,   1.827,   0.055,   0.993,   0.998,   1.000
  8.274,   0.031,   0.073,   0.155,   1.927,   0.092,   0.969,   0.999,   1.000
 12.008,   0.030,   0.064,   0.547,   5.168,   0.130,   0.909,   0.985,   0.999
  6.969,   0.018,   0.040,   0.174,   2.675,   0.071,   0.981,   0.997,   1.000
  6.747,   0.015,   0.032,   0.134,   2.354,   0.070,   0.974,   0.996,   1.000
  5.515,   0.013,   0.030,   0.065,   1.544,   0.055,   0.994,   0.999,   0.999
  8.124,   0.026,   0.062,   0.175,   2.253,   0.083,   0.986,   1.000,   1.000
  7.650,   0.029,   0.065,   0.146,   1.763,   0.093,   0.960,   0.999,   1.000
  5.628,   0.017,   0.038,   0.143,   2.647,   0.064,   0.987,   1.000,   1.000
  7.117,   0.020,   0.046,   0.126,   2.043,   0.072,   0.980,   0.999,   1.000
 16.692,   0.079,   0.216,   1.826,   6.390,   0.245,   0.589,   0.945,   1.000
  7.675,   0.030,   0.065,   0.239,   2.992,   0.097,   0.959,   0.999,   1.000
  6.709,   0.018,   0.041,   0.150,   2.768,   0.068,   0.982,   0.997,   1.000
  8.933,   0.023,   0.051,   0.286,   3.320,   0.091,   0.980,   0.995,   0.998
 10.974,   0.023,   0.050,   0.261,   3.032,   0.110,   0.933,   0.976,   1.000
  8.978,   0.026,   0.059,   0.260,   3.578,   0.090,   0.971,   0.995,   0.999
  5.629,   0.015,   0.034,   0.082,   1.796,   0.057,   0.994,   0.999,   0.999
  8.561,   0.027,   0.063,   0.230,   3.113,   0.086,   0.980,   0.999,   1.000
  6.922,   0.018,   0.042,   0.133,   2.062,   0.069,   0.987,   0.996,   1.000
  4.246,   0.019,   0.046,   0.080,   1.427,   0.059,   0.997,   0.999,   0.999
  6.033,   0.017,   0.039,   0.103,   1.844,   0.063,   0.994,   0.999,   1.000
  7.409,   0.016,   0.036,   0.206,   3.396,   0.075,   0.969,   0.996,   1.000
 11.321,   0.032,   0.074,   0.287,   3.233,   0.114,   0.931,   0.993,   0.999
  4.599,   0.018,   0.042,   0.063,   1.441,   0.051,   0.999,   1.000,   1.000
  6.915,   0.018,   0.041,   0.147,   2.593,   0.069,   0.985,   0.998,   0.999
  9.249,   0.030,   0.066,   0.276,   3.129,   0.106,   0.936,   0.995,   0.999
  4.550,   0.016,   0.039,   0.057,   1.312,   0.050,   0.997,   1.000,   1.000
 10.455,   0.046,   0.111,   0.223,   2.148,   0.127,   0.922,   0.998,   1.000
  4.832,   0.018,   0.040,   0.084,   1.896,   0.055,   0.999,   1.000,   1.000
 11.987,   0.028,   0.065,   0.494,   4.629,   0.121,   0.920,   0.990,   0.997
  8.558,   0.027,   0.064,   0.163,   1.936,   0.092,   0.976,   0.997,   0.999
  9.708,   0.036,   0.077,   0.425,   4.617,   0.119,   0.938,   0.987,   0.999
 11.597,   0.038,   0.084,   0.423,   4.258,   0.122,   0.929,   0.994,   1.000
  7.784,   0.019,   0.044,   0.154,   2.265,   0.078,   0.976,   0.996,   0.998
  7.613,   0.033,   0.072,   0.195,   2.413,   0.097,   0.988,   0.999,   1.000
  6.257,   0.021,   0.046,   0.115,   1.967,   0.073,   0.989,   0.999,   1.000
  8.161,   0.024,   0.054,   0.139,   1.946,   0.082,   0.976,   1.000,   1.000
  8.478,   0.019,   0.045,   0.136,   2.061,   0.086,   0.982,   0.995,   0.997
  5.599,   0.014,   0.031,   0.131,   2.646,   0.059,   0.985,   0.999,   1.000
 12.639,   0.044,   0.099,   0.131,   1.532,   0.128,   0.906,   0.999,   1.000
  9.415,   0.032,   0.071,   0.166,   1.890,   0.109,   0.950,   0.993,   0.995
  7.894,   0.020,   0.044,   0.150,   2.614,   0.080,   0.980,   0.995,   0.998
 11.996,   0.055,   0.137,   0.340,   2.200,   0.157,   0.875,   0.992,   0.997
  7.743,   0.028,   0.063,   0.130,   1.932,   0.077,   0.994,   1.000,   1.000
  5.854,   0.021,   0.048,   0.067,   1.393,   0.059,   0.999,   1.000,   1.000
  3.843,   0.011,   0.025,   0.048,   1.420,   0.038,   0.997,   1.000,   1.000
  7.149,   0.019,   0.046,   0.150,   2.171,   0.072,   0.985,   0.999,   1.000
  5.769,   0.016,   0.036,   0.062,   1.345,   0.058,   0.994,   0.999,   1.000
 13.089,   0.033,   0.076,   0.511,   4.878,   0.131,   0.899,   0.983,   0.998
  5.826,   0.024,   0.052,   0.171,   2.631,   0.078,   0.990,   1.000,   1.000
  6.029,   0.020,   0.044,   0.086,   1.794,   0.064,   0.987,   0.999,   1.000
  5.427,   0.028,   0.062,   0.103,   1.645,   0.074,   0.995,   1.000,   1.000
  6.834,   0.017,   0.039,   0.150,   2.609,   0.069,   0.975,   0.999,   1.000
  7.868,   0.021,   0.047,   0.213,   3.010,   0.084,   0.967,   0.997,   0.999
 12.394,   0.051,   0.131,   0.399,   2.947,   0.162,   0.918,   0.971,   0.996
  9.289,   0.027,   0.061,   0.301,   3.852,   0.095,   0.959,   0.997,   1.000
  7.746,   0.024,   0.055,   0.159,   1.992,   0.084,   0.981,   0.994,   1.000
  8.952,   0.018,   0.041,   0.300,   3.645,   0.090,   0.962,   0.995,   0.998
  5.477,   0.015,   0.035,   0.067,   1.407,   0.055,   0.992,   1.000,   1.000
  5.662,   0.024,   0.052,   0.124,   2.306,   0.070,   0.992,   1.000,   1.000
  6.865,   0.023,   0.052,   0.107,   1.741,   0.070,   0.996,   1.000,   1.000
 14.942,   0.048,   0.104,   0.464,   3.702,   0.151,   0.820,   0.998,   1.000
  8.056,   0.021,   0.046,   0.198,   2.872,   0.082,   0.967,   0.998,   1.000
  5.841,   0.017,   0.041,   0.126,   2.035,   0.065,   0.985,   1.000,   1.000
  9.936,   0.029,   0.068,   0.286,   3.082,   0.102,   0.949,   0.998,   1.000
  9.506,   0.022,   0.047,   0.351,   4.401,   0.096,   0.941,   0.996,   1.000
  7.471,   0.028,   0.061,   0.137,   1.889,   0.088,   0.982,   1.000,   1.000
 10.653,   0.035,   0.085,   0.244,   2.368,   0.119,   0.930,   0.989,   0.999
 10.022,   0.029,   0.068,   0.265,   3.562,   0.100,   0.945,   0.997,   1.000
  9.478,   0.028,   0.062,   0.272,   3.282,   0.100,   0.933,   1.000,   1.000
  6.985,   0.018,   0.044,   0.190,   2.847,   0.074,   0.981,   0.998,   0.999
  9.083,   0.027,   0.060,   0.248,   3.376,   0.091,   0.963,   0.995,   1.000
 12.385,   0.041,   0.090,   0.417,   4.022,   0.131,   0.916,   0.991,   0.999
  5.261,   0.017,   0.038,   0.066,   1.514,   0.054,   0.993,   1.000,   1.000
  5.115,   0.015,   0.036,   0.051,   1.298,   0.052,   0.995,   0.999,   1.000
  7.954,   0.020,   0.046,   0.174,   2.362,   0.080,   0.958,   0.997,   1.000
  7.901,   0.019,   0.042,   0.175,   2.616,   0.083,   0.970,   0.994,   0.999
  6.384,   0.016,   0.038,   0.134,   2.258,   0.064,   0.987,   0.997,   0.999
  7.432,   0.027,   0.063,   0.103,   1.858,   0.075,   0.997,   1.000,   1.000
 11.359,   0.032,   0.069,   0.404,   4.217,   0.124,   0.902,   0.993,   1.000
 11.444,   0.038,   0.090,   0.289,   2.612,   0.128,   0.952,   0.984,   0.997
  7.820,   0.022,   0.052,   0.136,   2.043,   0.081,   0.989,   0.997,   0.999
 10.084,   0.046,   0.098,   0.440,   4.562,   0.142,   0.882,   0.987,   1.000
  4.581,   0.012,   0.027,   0.068,   1.732,   0.046,   0.992,   1.000,   1.000
  4.090,   0.012,   0.026,   0.054,   1.549,   0.042,   0.994,   1.000,   1.000
 11.809,   0.041,   0.097,   0.461,   4.354,   0.128,   0.918,   0.994,   1.000
  8.429,   0.025,   0.059,   0.169,   2.185,   0.085,   0.973,   0.997,   1.000
  5.722,   0.023,   0.050,   0.094,   1.779,   0.072,   0.990,   0.998,   1.000
  7.669,   0.045,   0.111,   0.272,   2.138,   0.122,   0.928,   1.000,   1.000
  7.797,   0.020,   0.048,   0.166,   2.237,   0.078,   0.975,   0.996,   0.999
  4.991,   0.014,   0.033,   0.084,   1.721,   0.052,   0.995,   0.999,   1.000
  6.284,   0.017,   0.040,   0.094,   1.558,   0.068,   0.985,   0.995,   1.000
  9.940,   0.036,   0.082,   0.138,   1.560,   0.103,   0.977,   0.999,   1.000
 10.393,   0.027,   0.058,   0.305,   3.593,   0.109,   0.937,   0.991,   0.998
  9.394,   0.037,   0.091,   0.230,   2.199,   0.110,   0.945,   0.998,   0.999
  6.323,   0.019,   0.044,   0.108,   2.193,   0.063,   0.991,   1.000,   1.000
 10.219,   0.032,   0.070,   0.286,   3.281,   0.109,   0.930,   0.999,   1.000
  8.764,   0.027,   0.060,   0.188,   2.347,   0.092,   0.964,   1.000,   1.000
  8.472,   0.021,   0.047,   0.204,   2.942,   0.085,   0.967,   0.993,   0.999
 14.759,   0.073,   0.197,   1.777,   6.823,   0.223,   0.638,   0.973,   0.999
  3.950,   0.027,   0.065,   0.097,   1.464,   0.073,   0.998,   1.000,   1.000
  8.177,   0.033,   0.080,   0.158,   1.878,   0.103,   0.971,   0.997,   0.999
  5.229,   0.018,   0.044,   0.081,   1.591,   0.058,   0.994,   0.999,   1.000
  4.809,   0.019,   0.043,   0.069,   1.290,   0.060,   0.997,   0.999,   1.000
  9.504,   0.038,   0.092,   0.179,   1.971,   0.112,   0.966,   0.995,   0.998
  8.997,   0.027,   0.059,   0.182,   2.350,   0.104,   0.976,   0.997,   0.999
  7.260,   0.024,   0.053,   0.202,   3.019,   0.079,   0.977,   0.998,   1.000
  9.130,   0.027,   0.061,   0.300,   4.032,   0.094,   0.957,   0.998,   1.000
  5.918,   0.022,   0.048,   0.097,   1.793,   0.070,   0.993,   1.000,   1.000
  3.716,   0.037,   0.091,   0.137,   1.728,   0.093,   0.998,   0.999,   1.000
 13.433,   0.046,   0.100,   0.371,   3.255,   0.141,   0.924,   0.988,   0.999
 12.460,   0.048,   0.103,   0.389,   3.379,   0.152,   0.873,   0.991,   0.998
  6.327,   0.016,   0.036,   0.121,   2.024,   0.064,   0.982,   0.999,   1.000
  5.566,   0.017,   0.039,   0.091,   1.969,   0.056,   0.995,   0.999,   1.000
  5.749,   0.014,   0.034,   0.121,   2.001,   0.061,   0.982,   0.999,   1.000
  8.634,   0.025,   0.054,   0.231,   3.115,   0.092,   0.945,   0.998,   1.000
  8.083,   0.020,   0.045,   0.254,   3.690,   0.084,   0.968,   0.998,   1.000
  8.588,   0.021,   0.045,   0.255,   3.380,   0.092,   0.951,   0.995,   0.999
 10.635,   0.029,   0.064,   0.335,   3.686,   0.109,   0.944,   0.991,   0.999
  7.743,   0.024,   0.058,   0.180,   2.272,   0.087,   0.969,   0.999,   1.000
  7.183,   0.021,   0.047,   0.144,   2.386,   0.072,   0.984,   0.998,   0.999
  8.747,   0.032,   0.077,   0.174,   2.019,   0.097,   0.966,   0.999,   1.000
  9.424,   0.032,   0.071,   0.241,   2.648,   0.108,   0.932,   0.996,   1.000
  3.873,   0.012,   0.028,   0.047,   1.398,   0.040,   0.997,   1.000,   1.000
  6.886,   0.017,   0.040,   0.166,   2.739,   0.069,   0.980,   0.999,   1.000
 10.246,   0.102,   0.269,   0.638,   2.400,   0.252,   0.522,   0.970,   1.000
  6.272,   0.024,   0.054,   0.150,   2.576,   0.078,   0.985,   0.998,   1.000
  8.945,   0.033,   0.070,   0.196,   2.591,   0.107,   0.981,   0.998,   0.999
  6.376,   0.018,   0.039,   0.124,   2.188,   0.070,   0.986,   0.999,   1.000
  7.031,   0.022,   0.052,   0.104,   1.972,   0.072,   0.988,   0.997,   1.000
  5.733,   0.015,   0.034,   0.095,   1.897,   0.059,   0.986,   1.000,   1.000
  5.845,   0.015,   0.034,   0.102,   1.939,   0.059,   0.990,   0.998,   1.000
  7.562,   0.018,   0.041,   0.199,   3.182,   0.076,   0.971,   0.998,   1.000
  7.919,   0.034,   0.084,   0.130,   1.481,   0.104,   0.963,   0.999,   1.000
  5.903,   0.024,   0.057,   0.103,   1.803,   0.070,   0.997,   1.000,   1.000
  9.129,   0.020,   0.044,   0.196,   2.495,   0.091,   0.957,   0.996,   0.999
 13.263,   0.038,   0.086,   0.532,   4.772,   0.133,   0.922,   0.986,   0.998
  6.319,   0.022,   0.049,   0.124,   2.194,   0.071,   0.993,   1.000,   1.000
  4.579,   0.019,   0.042,   0.066,   1.360,   0.058,   0.998,   1.000,   1.000
  5.078,   0.013,   0.029,   0.086,   1.921,   0.051,   0.995,   0.999,   1.000
 12.694,   0.029,   0.061,   0.307,   3.031,   0.127,   0.941,   0.960,   0.998
 13.684,   0.055,   0.139,   0.493,   3.267,   0.172,   0.909,   0.971,   0.993
 14.900,   0.039,   0.087,   0.742,   5.797,   0.155,   0.865,   0.968,   0.997
  7.931,   0.021,   0.049,   0.171,   2.272,   0.080,   0.973,   0.998,   1.000
  7.613,   0.023,   0.053,   0.168,   2.344,   0.076,   0.986,   1.000,   1.000
  6.587,   0.021,   0.048,   0.155,   2.517,   0.072,   0.984,   0.998,   1.000
  6.687,   0.021,   0.047,   0.088,   1.691,   0.068,   0.994,   0.998,   1.000
  4.376,   0.014,   0.031,   0.043,   1.193,   0.046,   0.997,   1.000,   1.000
  9.292,   0.023,   0.051,   0.275,   3.643,   0.098,   0.954,   0.994,   0.999
  7.447,   0.024,   0.054,   0.169,   2.469,   0.076,   0.987,   0.997,   1.000
  5.954,   0.023,   0.052,   0.164,   2.611,   0.075,   0.983,   0.999,   1.000
  4.575,   0.013,   0.029,   0.041,   1.176,   0.046,   0.996,   0.999,   1.000
  9.315,   0.032,   0.075,   0.268,   3.332,   0.100,   0.962,   0.999,   1.000
  6.612,   0.020,   0.045,   0.109,   2.042,   0.067,   0.991,   0.999,   1.000
  5.913,   0.022,   0.049,   0.121,   2.150,   0.069,   0.993,   1.000,   1.000
  9.090,   0.029,   0.070,   0.401,   4.116,   0.104,   0.954,   0.992,   0.999
  8.481,   0.023,   0.053,   0.199,   2.517,   0.088,   0.967,   0.997,   1.000
  8.867,   0.030,   0.072,   0.213,   2.613,   0.098,   0.953,   1.000,   1.000
  4.354,   0.016,   0.035,   0.046,   1.236,   0.048,   0.997,   1.000,   1.000
 14.651,   0.050,   0.107,   0.385,   3.420,   0.158,   0.921,   0.981,   0.992
  7.327,   0.024,   0.056,   0.149,   2.148,   0.081,   0.979,   0.997,   0.999
  5.850,   0.018,   0.041,   0.083,   1.572,   0.062,   0.983,   0.999,   1.000
  7.663,   0.018,   0.044,   0.167,   2.304,   0.081,   0.975,   0.996,   0.998
  8.182,   0.033,   0.081,   0.240,   2.428,   0.102,   0.958,   0.998,   1.000
  8.833,   0.043,   0.095,   0.365,   3.725,   0.120,   0.966,   0.992,   0.999
  5.742,   0.031,   0.075,   0.207,   2.327,   0.089,   0.984,   0.998,   0.999
  6.576,   0.017,   0.039,   0.114,   2.153,   0.067,   0.982,   0.999,   1.000
  4.871,   0.014,   0.033,   0.054,   1.465,   0.051,   0.995,   0.999,   1.000
 11.891,   0.037,   0.081,   0.424,   4.216,   0.132,   0.894,   0.992,   0.999
  5.267,   0.014,   0.033,   0.057,   1.270,   0.053,   0.991,   1.000,   1.000
  9.836,   0.027,   0.059,   0.335,   4.463,   0.105,   0.953,   0.988,   1.000
  3.885,   0.011,   0.026,   0.046,   1.330,   0.039,   0.998,   0.999,   1.000
  5.657,   0.019,   0.043,   0.125,   2.111,   0.068,   0.987,   0.999,   1.000
  7.220,   0.024,   0.053,   0.157,   2.574,   0.079,   0.989,   0.998,   0.999
  8.470,   0.030,   0.065,   0.258,   3.197,   0.100,   0.978,   0.991,   0.999
 20.477,   0.045,   0.101,   0.699,   4.873,   0.206,   0.876,   0.925,   0.976
  8.920,   0.028,   0.062,   0.197,   2.579,   0.091,   0.962,   0.999,   1.000
  8.638,   0.027,   0.059,   0.220,   2.780,   0.099,   0.960,   0.994,   1.000
  6.489,   0.022,   0.053,   0.094,   1.807,   0.074,   0.975,   0.998,   0.999
  6.243,   0.017,   0.039,   0.116,   2.100,   0.064,   0.995,   0.998,   1.000
  5.156,   0.015,   0.033,   0.068,   1.514,   0.052,   0.990,   0.999,   1.000
  8.449,   0.035,   0.087,   0.153,   1.749,   0.110,   0.944,   0.997,   1.000
  4.827,   0.016,   0.037,   0.065,   1.561,   0.054,   0.993,   0.999,   1.000
  5.606,   0.014,   0.034,   0.100,   1.951,   0.057,   0.989,   0.999,   1.000
  7.914,   0.020,   0.046,   0.100,   1.699,   0.079,   0.984,   0.997,   0.999
 12.465,   0.036,   0.085,   0.370,   3.237,   0.125,   0.945,   0.990,   0.997
  6.540,   0.013,   0.031,   0.172,   2.758,   0.066,   0.980,   0.994,   1.000
  6.177,   0.017,   0.039,   0.137,   2.438,   0.062,   0.984,   0.999,   1.000
  8.037,   0.045,   0.111,   0.233,   1.934,   0.127,   0.938,   0.999,   0.999
  7.139,   0.027,   0.063,   0.181,   2.665,   0.080,   0.982,   0.999,   1.000
  8.484,   0.027,   0.064,   0.157,   2.470,   0.086,   0.981,   1.000,   1.000
  7.780,   0.025,   0.058,   0.138,   2.043,   0.078,   0.991,   1.000,   1.000
  6.587,   0.020,   0.043,   0.145,   2.372,   0.077,   0.973,   0.995,   1.000
  8.284,   0.030,   0.066,   0.262,   3.345,   0.096,   0.969,   0.997,   1.000
  6.714,   0.017,   0.039,   0.109,   2.029,   0.067,   0.982,   0.999,   1.000
  8.669,   0.024,   0.054,   0.197,   2.669,   0.090,   0.957,   0.998,   1.000
  6.007,   0.017,   0.039,   0.133,   2.256,   0.060,   0.990,   0.998,   1.000
  9.142,   0.031,   0.069,   0.231,   2.864,   0.100,   0.969,   0.999,   1.000
  7.853,   0.024,   0.053,   0.180,   2.515,   0.087,   0.980,   0.997,   0.999
  6.530,   0.017,   0.037,   0.112,   1.952,   0.068,   0.981,   0.998,   1.000
 11.706,   0.064,   0.164,   0.487,   2.625,   0.180,   0.795,   0.994,   1.000
 10.478,   0.028,   0.064,   0.298,   3.617,   0.106,   0.957,   0.996,   0.998
 10.296,   0.032,   0.077,   0.360,   3.320,   0.112,   0.918,   0.997,   1.000
  7.913,   0.023,   0.052,   0.169,   2.491,   0.079,   0.976,   0.999,   1.000
  8.834,   0.020,   0.047,   0.261,   3.297,   0.090,   0.953,   0.997,   0.999
  6.457,   0.018,   0.040,   0.112,   1.947,   0.070,   0.981,   0.999,   1.000
 10.940,   0.027,   0.061,   0.249,   2.783,   0.109,   0.942,   0.992,   0.998
 10.547,   0.030,   0.065,   0.299,   3.365,   0.110,   0.937,   0.991,   0.999
 15.382,   0.034,   0.073,   0.733,   6.721,   0.154,   0.928,   0.976,   0.979
  4.078,   0.012,   0.028,   0.050,   1.491,   0.042,   0.994,   1.000,   1.000
 12.080,   0.033,   0.079,   0.325,   3.587,   0.123,   0.867,   0.996,   1.000
  6.037,   0.024,   0.054,   0.085,   1.330,   0.071,   0.991,   0.999,   1.000
  8.082,   0.030,   0.068,   0.143,   1.843,   0.086,   0.993,   0.998,   1.000
  5.311,   0.021,   0.047,   0.083,   1.426,   0.066,   0.993,   1.000,   1.000
  7.966,   0.025,   0.058,   0.161,   2.203,   0.085,   0.989,   0.997,   0.999
  8.186,   0.023,   0.050,   0.221,   3.327,   0.084,   0.973,   0.996,   1.000
 11.122,   0.033,   0.079,   0.509,   4.450,   0.116,   0.941,   0.991,   0.999
  8.472,   0.034,   0.074,   0.269,   2.754,   0.109,   0.944,   0.997,   1.000
  5.234,   0.014,   0.032,   0.076,   1.833,   0.053,   0.989,   0.999,   1.000
  8.116,   0.017,   0.040,   0.160,   2.138,   0.081,   0.977,   0.995,   0.999
  6.060,   0.016,   0.037,   0.077,   1.650,   0.061,   0.988,   0.999,   1.000
  8.151,   0.030,   0.071,   0.219,   2.760,   0.091,   0.978,   0.999,   1.000
 10.156,   0.034,   0.084,   0.203,   1.886,   0.120,   0.906,   0.995,   0.999
 15.518,   0.033,   0.069,   0.825,   6.895,   0.160,   0.897,   0.971,   0.993
  5.175,   0.014,   0.034,   0.061,   1.074,   0.054,   0.995,   1.000,   1.000
  6.483,   0.019,   0.042,   0.172,   2.975,   0.069,   0.981,   0.999,   1.000
  9.427,   0.028,   0.063,   0.205,   2.299,   0.098,   0.969,   0.996,   0.999
  8.427,   0.031,   0.077,   0.139,   1.586,   0.102,   0.961,   0.997,   0.999
  9.962,   0.026,   0.063,   0.149,   1.645,   0.102,   0.956,   0.992,   1.000
 10.898,   0.029,   0.067,   0.385,   4.207,   0.110,   0.938,   1.000,   1.000
  7.121,   0.018,   0.040,   0.178,   2.819,   0.079,   0.983,   0.995,   0.998
 19.389,   0.045,   0.094,   1.071,   7.517,   0.194,   0.871,   0.936,   0.975
  6.582,   0.015,   0.035,   0.118,   2.170,   0.067,   0.984,   0.994,   0.999
 12.511,   0.042,   0.095,   0.357,   3.347,   0.126,   0.910,   0.998,   1.000
  7.576,   0.022,   0.049,   0.148,   2.460,   0.081,   0.980,   0.998,   1.000
  8.979,   0.033,   0.082,   0.183,   1.784,   0.112,   0.916,   0.997,   0.999
  8.545,   0.026,   0.064,   0.144,   1.869,   0.097,   0.952,   0.996,   0.999
  6.981,   0.020,   0.049,   0.241,   2.916,   0.078,   0.969,   0.998,   1.000
  6.508,   0.024,   0.053,   0.149,   2.480,   0.076,   0.983,   0.999,   1.000
 10.258,   0.032,   0.079,   0.210,   2.024,   0.118,   0.913,   0.996,   0.999
  9.040,   0.022,   0.049,   0.263,   3.203,   0.095,   0.948,   0.992,   0.999
  7.619,   0.022,   0.053,   0.119,   1.693,   0.079,   0.978,   0.997,   0.999
  9.812,   0.022,   0.048,   0.233,   2.927,   0.100,   0.964,   0.983,   0.999
  8.424,   0.022,   0.048,   0.268,   3.753,   0.092,   0.968,   0.994,   1.000
 20.276,   0.050,   0.105,   0.988,   6.868,   0.203,   0.891,   0.947,   0.949
  9.980,   0.024,   0.053,   0.388,   4.574,   0.100,   0.943,   0.993,   0.999
  7.651,   0.025,   0.058,   0.146,   1.943,   0.079,   0.978,   0.999,   1.000
  5.986,   0.024,   0.052,   0.111,   1.922,   0.075,   0.990,   0.999,   0.999
  6.478,   0.016,   0.035,   0.148,   2.675,   0.065,   0.982,   0.997,   1.000
  4.025,   0.011,   0.025,   0.059,   1.645,   0.042,   0.996,   1.000,   1.000
  5.373,   0.013,   0.031,   0.085,   1.935,   0.054,   0.991,   0.998,   0.999
  9.957,   0.025,   0.053,   0.327,   3.992,   0.104,   0.918,   0.997,   0.998
  7.358,   0.025,   0.060,   0.095,   1.477,   0.077,   0.996,   0.999,   1.000
  3.269,   0.038,   0.092,   0.157,   1.920,   0.094,   0.996,   1.000,   1.000
  9.328,   0.033,   0.076,   0.174,   2.380,   0.094,   0.985,   1.000,   1.000
 12.383,   0.036,   0.091,   0.483,   3.269,   0.136,   0.913,   0.975,   0.999
  4.329,   0.023,   0.055,   0.083,   1.471,   0.065,   0.993,   1.000,   1.000
  6.956,   0.014,   0.034,   0.189,   2.962,   0.070,   0.970,   0.997,   1.000
  5.184,   0.015,   0.034,   0.076,   1.660,   0.053,   0.988,   1.000,   1.000
 11.442,   0.040,   0.096,   0.209,   1.682,   0.119,   0.932,   1.000,   1.000
  9.664,   0.030,   0.064,   0.336,   3.813,   0.107,   0.932,   0.994,   1.000
  9.799,   0.024,   0.055,   0.184,   2.535,   0.098,   0.945,   0.994,   0.999
  7.055,   0.018,   0.040,   0.176,   2.927,   0.072,   0.979,   0.999,   1.000
  9.270,   0.021,   0.048,   0.245,   2.953,   0.093,   0.953,   0.994,   0.999
  7.139,   0.019,   0.043,   0.124,   2.088,   0.073,   0.979,   0.996,   1.000
  7.423,   0.023,   0.055,   0.143,   1.941,   0.078,   0.973,   0.999,   1.000
  8.138,   0.021,   0.048,   0.217,   3.164,   0.081,   0.964,   0.997,   1.000
 14.227,   0.038,   0.092,   0.683,   4.245,   0.142,   0.935,   0.978,   0.989
 18.124,   0.053,   0.108,   1.082,   7.134,   0.198,   0.824,   0.928,   0.987
 16.331,   0.039,   0.084,   0.707,   5.814,   0.163,   0.919,   0.960,   0.979
 15.577,   0.060,   0.121,   0.600,   3.835,   0.202,   0.726,   0.955,   0.988
  8.651,   0.027,   0.062,   0.178,   2.350,   0.087,   0.981,   1.000,   1.000
  6.814,   0.023,   0.055,   0.137,   2.040,   0.077,   0.980,   0.998,   1.000
  8.053,   0.022,   0.051,   0.219,   2.777,   0.082,   0.982,   0.997,   0.998
  8.229,   0.030,   0.074,   0.185,   1.973,   0.102,   0.953,   0.993,   0.999
  9.010,   0.034,   0.073,   0.344,   3.812,   0.114,   0.946,   0.997,   0.999
 11.533,   0.033,   0.076,   0.444,   4.488,   0.117,   0.938,   0.992,   0.998
 11.283,   0.047,   0.117,   0.282,   2.187,   0.145,   0.937,   0.980,   0.997
  7.316,   0.020,   0.047,   0.188,   2.867,   0.074,   0.975,   1.000,   1.000
