     d1,      d2,      d3,  AbsRel,   SqRel,    RMSE, RMSElog,   SILog,   log10
  7.378,   0.027,   0.060,   0.195,   2.642,   0.086,   0.982,   0.995,   1.000
  9.432,   0.021,   0.048,   0.150,   2.309,   0.094,   0.984,   0.994,   0.996
  8.828,   0.029,   0.066,   0.250,   3.156,   0.096,   0.955,   0.999,   1.000
  4.771,   0.034,   0.082,   0.112,   1.468,   0.089,   0.995,   0.998,   0.999
  7.479,   0.026,   0.061,   0.228,   2.894,   0.083,   0.976,   0.999,   1.000
  8.261,   0.024,   0.055,   0.214,   2.685,   0.086,   0.977,   0.995,   0.999
 11.237,   0.033,   0.077,   0.252,   2.641,   0.118,   0.927,   0.992,   0.998
  8.578,   0.019,   0.042,   0.231,   3.477,   0.087,   0.966,   0.994,   0.999
  9.640,   0.022,   0.048,   0.277,   3.527,   0.097,   0.962,   0.992,   0.997
  4.687,   0.012,   0.028,   0.058,   1.489,   0.047,   0.994,   1.000,   1.000
 10.144,   0.029,   0.066,   0.255,   3.118,   0.105,   0.953,   0.996,   0.999
  9.420,   0.023,   0.052,   0.215,   2.799,   0.094,   0.948,   0.998,   1.000
 11.043,   0.025,   0.060,   0.427,   3.845,   0.112,   0.957,   0.987,   0.995
 10.514,   0.034,   0.073,   0.366,   3.819,   0.124,   0.933,   0.991,   1.000
  8.824,   0.024,   0.053,   0.169,   2.567,   0.093,   0.950,   0.997,   1.000
  8.790,   0.027,   0.063,   0.182,   2.173,   0.088,   0.982,   0.997,   0.999
 11.969,   0.030,   0.062,   0.394,   3.987,   0.129,   0.920,   0.963,   1.000
  9.800,   0.036,   0.083,   0.314,   3.918,   0.103,   0.968,   0.998,   0.999
 11.101,   0.030,   0.070,   0.328,   3.363,   0.112,   0.945,   0.991,   0.997
 11.174,   0.034,   0.074,   0.325,   3.433,   0.118,   0.901,   0.998,   1.000
  5.211,   0.023,   0.051,   0.091,   1.788,   0.067,   0.994,   1.000,   1.000
  8.023,   0.023,   0.054,   0.160,   2.653,   0.082,   0.972,   1.000,   1.000
  9.135,   0.032,   0.073,   0.119,   1.691,   0.092,   0.978,   1.000,   1.000
  7.523,   0.026,   0.061,   0.159,   2.161,   0.086,   0.978,   0.996,   0.999
  8.325,   0.022,   0.050,   0.193,   2.752,   0.084,   0.969,   0.997,   1.000
 10.497,   0.027,   0.059,   0.343,   3.889,   0.107,   0.917,   0.999,   1.000
  9.244,   0.025,   0.059,   0.329,   3.249,   0.098,   0.966,   0.989,   1.000
  5.656,   0.016,   0.036,   0.094,   1.983,   0.059,   0.991,   0.998,   1.000
  8.069,   0.018,   0.040,   0.176,   2.874,   0.082,   0.975,   0.994,   0.998
  4.211,   0.014,   0.032,   0.085,   2.058,   0.049,   0.992,   1.000,   1.000
  6.788,   0.023,   0.055,   0.126,   2.035,   0.076,   0.983,   0.999,   1.000
 10.249,   0.035,   0.081,   0.279,   3.116,   0.104,   0.963,   1.000,   1.000
  8.281,   0.020,   0.045,   0.192,   2.621,   0.083,   0.981,   0.997,   0.999
 14.016,   0.040,   0.082,   0.478,   3.822,   0.159,   0.886,   0.967,   0.993
 11.495,   0.040,   0.089,   0.420,   4.194,   0.126,   0.927,   0.993,   1.000
  7.174,   0.024,   0.053,   0.197,   3.024,   0.082,   0.973,   0.999,   1.000
 14.032,   0.039,   0.079,   0.860,   6.821,   0.158,   0.877,   0.962,   0.999
  6.613,   0.018,   0.042,   0.086,   1.781,   0.066,   0.991,   0.998,   0.999
 12.399,   0.048,   0.113,   0.329,   2.846,   0.130,   0.947,   1.000,   1.000
  7.938,   0.019,   0.043,   0.170,   2.546,   0.080,   0.975,   0.996,   0.999
  6.484,   0.021,   0.052,   0.182,   2.517,   0.077,   0.984,   0.996,   1.000
  9.431,   0.036,   0.085,   0.202,   2.187,   0.105,   0.948,   0.998,   1.000
 13.001,   0.036,   0.076,   0.639,   5.622,   0.142,   0.901,   0.977,   0.998
  7.368,   0.018,   0.041,   0.187,   2.798,   0.077,   0.968,   0.998,   1.000
  7.781,   0.014,   0.029,   0.172,   2.791,   0.079,   0.972,   0.991,   0.999
  6.963,   0.019,   0.044,   0.091,   1.788,   0.071,   0.981,   0.998,   0.999
  7.767,   0.025,   0.057,   0.154,   2.414,   0.078,   0.988,   0.999,   1.000
  8.361,   0.039,   0.085,   0.177,   1.808,   0.114,   0.944,   0.998,   1.000
  5.664,   0.023,   0.051,   0.157,   2.539,   0.072,   0.993,   1.000,   1.000
  8.086,   0.021,   0.047,   0.164,   2.403,   0.085,   0.975,   0.995,   0.999
 20.828,   0.087,   0.249,   3.100,   8.451,   0.286,   0.593,   0.873,   0.961
  8.586,   0.031,   0.066,   0.305,   3.600,   0.107,   0.950,   0.995,   0.999
  8.764,   0.026,   0.056,   0.288,   3.911,   0.097,   0.968,   0.994,   1.000
 10.419,   0.030,   0.064,   0.340,   3.704,   0.110,   0.975,   0.991,   0.996
 11.710,   0.024,   0.054,   0.300,   3.127,   0.117,   0.936,   0.973,   0.999
  9.490,   0.026,   0.056,   0.338,   4.302,   0.101,   0.956,   0.993,   0.999
  5.871,   0.015,   0.034,   0.094,   1.880,   0.063,   0.984,   1.000,   1.000
  7.170,   0.022,   0.049,   0.182,   2.885,   0.073,   0.987,   0.999,   1.000
  7.517,   0.021,   0.047,   0.166,   2.580,   0.075,   0.984,   0.995,   0.999
  3.710,   0.015,   0.035,   0.056,   1.260,   0.047,   0.999,   0.999,   1.000
  8.808,   0.021,   0.051,   0.249,   2.732,   0.089,   0.955,   0.998,   0.999
  7.203,   0.023,   0.051,   0.233,   3.539,   0.081,   0.966,   0.998,   0.999
 13.067,   0.029,   0.070,   0.434,   4.076,   0.131,   0.895,   0.978,   0.998
  3.929,   0.014,   0.034,   0.061,   1.554,   0.045,   0.999,   1.000,   1.000
  8.122,   0.024,   0.053,   0.201,   3.041,   0.083,   0.978,   0.996,   0.999
  8.277,   0.018,   0.041,   0.207,   2.883,   0.085,   0.960,   0.996,   0.999
  4.446,   0.017,   0.040,   0.062,   1.468,   0.051,   0.997,   1.000,   1.000
  9.148,   0.031,   0.073,   0.156,   1.952,   0.099,   0.946,   0.999,   1.000
  5.433,   0.014,   0.032,   0.106,   2.220,   0.055,   0.992,   0.999,   1.000
 15.026,   0.036,   0.086,   0.824,   5.813,   0.151,   0.890,   0.978,   0.992
 11.326,   0.031,   0.076,   0.243,   2.162,   0.117,   0.942,   0.995,   0.996
 10.641,   0.031,   0.066,   0.478,   4.995,   0.123,   0.938,   0.976,   0.998
 13.745,   0.045,   0.099,   0.548,   4.801,   0.145,   0.906,   0.985,   0.998
  8.881,   0.021,   0.049,   0.211,   2.927,   0.089,   0.967,   0.993,   0.997
  8.394,   0.037,   0.081,   0.272,   2.972,   0.113,   0.949,   0.999,   1.000
  6.321,   0.019,   0.043,   0.121,   2.238,   0.069,   0.987,   0.999,   1.000
  6.369,   0.020,   0.044,   0.116,   2.014,   0.070,   0.993,   1.000,   1.000
 10.861,   0.025,   0.057,   0.174,   2.396,   0.110,   0.973,   0.990,   0.998
  7.800,   0.023,   0.051,   0.238,   3.592,   0.083,   0.975,   0.993,   1.000
 11.287,   0.042,   0.090,   0.154,   1.783,   0.135,   0.880,   1.000,   1.000
  9.138,   0.029,   0.064,   0.162,   1.962,   0.104,   0.960,   0.993,   0.995
 10.245,   0.043,   0.092,   0.413,   4.058,   0.136,   0.927,   0.987,   0.997
 15.317,   0.085,   0.172,   0.698,   3.754,   0.238,   0.631,   0.977,   0.998
  8.149,   0.029,   0.065,   0.126,   1.806,   0.083,   0.993,   1.000,   1.000
  5.879,   0.019,   0.045,   0.089,   1.772,   0.059,   0.998,   1.000,   1.000
  5.549,   0.021,   0.048,   0.100,   1.904,   0.065,   0.993,   1.000,   1.000
  6.689,   0.016,   0.036,   0.115,   2.052,   0.067,   0.974,   1.000,   1.000
  7.089,   0.023,   0.055,   0.123,   1.733,   0.079,   0.974,   0.999,   1.000
 14.330,   0.030,   0.063,   0.705,   6.609,   0.146,   0.928,   0.965,   0.984
  5.154,   0.022,   0.048,   0.133,   2.334,   0.069,   0.996,   1.000,   1.000
  6.270,   0.017,   0.039,   0.105,   2.210,   0.064,   0.984,   0.999,   1.000
  5.727,   0.032,   0.070,   0.136,   2.009,   0.085,   0.993,   1.000,   1.000
  9.453,   0.022,   0.050,   0.272,   3.637,   0.095,   0.957,   0.991,   0.997
  8.486,   0.030,   0.065,   0.293,   3.640,   0.099,   0.957,   0.996,   1.000
 12.302,   0.032,   0.076,   0.306,   3.190,   0.127,   0.946,   0.994,   0.995
  9.909,   0.021,   0.046,   0.365,   4.510,   0.100,   0.954,   0.987,   0.997
  6.307,   0.032,   0.069,   0.096,   1.417,   0.092,   0.990,   1.000,   1.000
  8.263,   0.022,   0.048,   0.258,   3.650,   0.086,   0.961,   0.996,   0.999
  6.343,   0.018,   0.041,   0.072,   1.503,   0.064,   0.983,   0.999,   1.000
  6.631,   0.023,   0.051,   0.183,   3.020,   0.077,   0.980,   1.000,   1.000
  5.333,   0.018,   0.040,   0.068,   1.415,   0.056,   0.997,   1.000,   1.000
 11.948,   0.037,   0.081,   0.289,   2.932,   0.122,   0.902,   0.999,   1.000
  8.600,   0.022,   0.050,   0.231,   3.040,   0.086,   0.963,   0.998,   1.000
  7.067,   0.020,   0.047,   0.164,   2.332,   0.071,   0.980,   0.998,   1.000
 10.807,   0.030,   0.069,   0.341,   3.528,   0.108,   0.946,   0.995,   1.000
 11.777,   0.028,   0.058,   0.587,   5.721,   0.127,   0.910,   0.976,   0.999
  8.591,   0.035,   0.075,   0.188,   2.024,   0.112,   0.915,   0.999,   1.000
 13.879,   0.033,   0.075,   0.328,   3.197,   0.139,   0.907,   0.979,   0.997
  7.206,   0.019,   0.043,   0.163,   2.900,   0.072,   0.978,   0.998,   1.000
  7.616,   0.026,   0.056,   0.204,   2.838,   0.087,   0.975,   1.000,   1.000
  9.022,   0.021,   0.048,   0.257,   3.384,   0.092,   0.963,   0.996,   0.999
  9.964,   0.027,   0.061,   0.289,   3.718,   0.100,   0.953,   0.991,   0.999
 12.680,   0.040,   0.089,   0.408,   3.848,   0.129,   0.911,   0.992,   0.999
  6.392,   0.021,   0.049,   0.114,   1.919,   0.069,   0.988,   0.997,   1.000
  5.698,   0.024,   0.058,   0.121,   1.784,   0.075,   0.986,   0.999,   1.000
  9.483,   0.024,   0.055,   0.233,   2.932,   0.095,   0.954,   0.995,   0.999
  8.231,   0.018,   0.041,   0.207,   2.895,   0.084,   0.964,   0.994,   0.999
  7.383,   0.016,   0.038,   0.216,   2.869,   0.074,   0.981,   0.996,   0.999
  5.908,   0.020,   0.044,   0.111,   2.291,   0.061,   0.990,   1.000,   1.000
 10.659,   0.032,   0.070,   0.336,   3.737,   0.113,   0.930,   0.996,   1.000
 12.471,   0.031,   0.071,   0.276,   2.878,   0.127,   0.931,   0.981,   0.997
  7.861,   0.019,   0.043,   0.157,   2.295,   0.079,   0.981,   0.997,   0.998
 10.579,   0.032,   0.070,   0.272,   3.223,   0.115,   0.947,   0.992,   0.999
  4.134,   0.014,   0.031,   0.078,   1.949,   0.050,   0.993,   1.000,   1.000
  4.105,   0.015,   0.033,   0.072,   1.828,   0.050,   0.995,   1.000,   1.000
  8.853,   0.025,   0.058,   0.251,   3.325,   0.089,   0.966,   0.997,   0.999
  7.521,   0.025,   0.060,   0.155,   2.198,   0.081,   0.981,   0.999,   1.000
  5.560,   0.018,   0.040,   0.066,   1.519,   0.062,   0.992,   0.999,   1.000
  7.364,   0.030,   0.072,   0.133,   1.501,   0.088,   0.980,   1.000,   1.000
  7.926,   0.022,   0.052,   0.166,   2.263,   0.080,   0.980,   0.996,   0.999
  4.805,   0.014,   0.032,   0.086,   1.954,   0.049,   0.995,   0.999,   1.000
  6.840,   0.014,   0.033,   0.143,   2.634,   0.069,   0.983,   0.994,   1.000
 10.741,   0.041,   0.091,   0.172,   1.765,   0.119,   0.949,   0.999,   1.000
 11.202,   0.029,   0.062,   0.333,   3.768,   0.119,   0.939,   0.991,   0.996
  9.011,   0.030,   0.074,   0.235,   2.395,   0.103,   0.949,   0.999,   1.000
  7.445,   0.020,   0.047,   0.146,   2.516,   0.075,   0.983,   0.999,   1.000
  9.748,   0.026,   0.058,   0.241,   2.851,   0.100,   0.948,   0.998,   1.000
 12.246,   0.032,   0.078,   0.427,   3.280,   0.123,   0.903,   0.997,   0.999
 10.573,   0.033,   0.074,   0.246,   3.111,   0.110,   0.974,   0.990,   0.999
 15.170,   0.056,   0.152,   1.607,   6.625,   0.197,   0.772,   0.947,   0.994
  3.518,   0.019,   0.046,   0.056,   1.132,   0.056,   1.000,   1.000,   1.000
  8.736,   0.023,   0.055,   0.131,   1.812,   0.092,   0.977,   0.992,   0.999
  5.257,   0.016,   0.038,   0.071,   1.484,   0.056,   0.992,   0.999,   1.000
  5.083,   0.017,   0.038,   0.056,   1.219,   0.053,   0.997,   0.999,   1.000
  9.309,   0.033,   0.080,   0.183,   2.239,   0.106,   0.948,   0.995,   1.000
  9.675,   0.027,   0.058,   0.216,   2.784,   0.102,   0.983,   0.993,   0.998
  8.906,   0.026,   0.057,   0.292,   3.599,   0.093,   0.966,   0.995,   0.999
  9.401,   0.022,   0.051,   0.297,   3.937,   0.094,   0.952,   0.996,   0.999
  5.790,   0.037,   0.080,   0.174,   2.364,   0.099,   0.988,   0.999,   1.000
  3.502,   0.029,   0.069,   0.090,   1.520,   0.074,   0.999,   1.000,   1.000
 13.127,   0.041,   0.090,   0.342,   3.180,   0.134,   0.918,   0.988,   0.999
 14.468,   0.044,   0.093,   0.410,   3.433,   0.157,   0.862,   0.965,   0.999
  6.944,   0.019,   0.044,   0.128,   2.045,   0.070,   0.980,   0.999,   1.000
  8.443,   0.024,   0.057,   0.236,   2.716,   0.089,   0.956,   0.998,   1.000
  5.980,   0.016,   0.039,   0.105,   1.834,   0.065,   0.987,   0.999,   1.000
  6.787,   0.020,   0.045,   0.162,   2.670,   0.073,   0.980,   0.999,   1.000
  8.592,   0.020,   0.044,   0.289,   3.982,   0.088,   0.961,   0.993,   1.000
  7.877,   0.019,   0.043,   0.202,   2.999,   0.083,   0.973,   0.995,   0.999
 12.671,   0.028,   0.059,   0.478,   4.686,   0.131,   0.934,   0.969,   0.996
  8.149,   0.021,   0.049,   0.184,   2.408,   0.082,   0.980,   0.998,   0.999
  8.079,   0.020,   0.043,   0.214,   3.050,   0.086,   0.966,   0.995,   0.998
  9.019,   0.030,   0.071,   0.133,   1.645,   0.093,   0.968,   0.999,   1.000
  9.512,   0.025,   0.056,   0.207,   2.444,   0.099,   0.941,   0.996,   0.999
  5.093,   0.021,   0.048,   0.082,   1.686,   0.064,   0.996,   1.000,   1.000
  6.822,   0.017,   0.038,   0.172,   2.890,   0.068,   0.980,   0.997,   1.000
  8.952,   0.027,   0.065,   0.120,   1.590,   0.098,   0.941,   0.999,   1.000
  6.363,   0.022,   0.049,   0.124,   2.318,   0.071,   0.989,   0.999,   1.000
  9.811,   0.034,   0.075,   0.217,   2.638,   0.105,   0.974,   0.999,   1.000
  6.679,   0.017,   0.038,   0.150,   2.587,   0.072,   0.971,   0.998,   1.000
  6.725,   0.020,   0.047,   0.125,   2.323,   0.069,   0.985,   0.998,   1.000
  5.992,   0.014,   0.031,   0.126,   2.436,   0.065,   0.980,   0.999,   1.000
  7.375,   0.018,   0.040,   0.154,   2.523,   0.074,   0.985,   0.995,   0.999
  6.672,   0.018,   0.041,   0.156,   2.817,   0.069,   0.984,   0.999,   1.000
  8.252,   0.022,   0.052,   0.114,   2.087,   0.084,   0.989,   0.996,   0.998
  6.444,   0.020,   0.047,   0.123,   2.102,   0.071,   0.984,   0.999,   0.999
  9.435,   0.021,   0.046,   0.219,   2.499,   0.097,   0.957,   0.992,   0.999
 15.418,   0.043,   0.094,   0.771,   6.261,   0.157,   0.874,   0.974,   0.998
  7.664,   0.026,   0.057,   0.189,   2.891,   0.088,   0.977,   0.999,   1.000
  4.674,   0.018,   0.041,   0.067,   1.405,   0.058,   0.997,   1.000,   1.000
  6.597,   0.018,   0.041,   0.140,   2.506,   0.067,   0.987,   0.999,   1.000
 13.201,   0.027,   0.056,   0.280,   2.772,   0.133,   0.944,   0.973,   0.989
 14.206,   0.035,   0.087,   0.518,   3.640,   0.144,   0.911,   0.991,   0.993
 16.113,   0.045,   0.093,   0.984,   7.197,   0.177,   0.842,   0.947,   0.998
  7.963,   0.021,   0.048,   0.165,   2.432,   0.080,   0.973,   0.997,   1.000
 10.474,   0.030,   0.074,   0.384,   3.389,   0.110,   0.922,   0.998,   1.000
  7.578,   0.026,   0.057,   0.214,   3.093,   0.086,   0.980,   0.996,   1.000
  6.792,   0.021,   0.046,   0.126,   2.110,   0.076,   0.985,   0.997,   0.999
  6.146,   0.018,   0.041,   0.068,   1.581,   0.062,   0.985,   1.000,   1.000
 10.900,   0.028,   0.060,   0.376,   4.151,   0.116,   0.930,   0.989,   0.998
  7.928,   0.023,   0.055,   0.178,   2.636,   0.080,   0.985,   0.995,   1.000
  6.199,   0.020,   0.045,   0.140,   2.391,   0.068,   0.987,   0.999,   1.000
  6.892,   0.019,   0.045,   0.072,   1.416,   0.069,   0.981,   0.999,   1.000
  9.877,   0.032,   0.076,   0.293,   3.244,   0.103,   0.964,   0.999,   1.000
  7.203,   0.018,   0.040,   0.147,   2.479,   0.073,   0.978,   0.996,   1.000
  6.680,   0.025,   0.054,   0.168,   2.758,   0.081,   0.985,   1.000,   1.000
  9.740,   0.029,   0.072,   0.461,   4.325,   0.110,   0.942,   0.990,   0.999
  7.454,   0.020,   0.045,   0.174,   2.524,   0.078,   0.971,   0.998,   1.000
  6.420,   0.018,   0.042,   0.096,   1.879,   0.064,   0.994,   0.999,   1.000
  4.808,   0.014,   0.032,   0.061,   1.587,   0.049,   0.995,   1.000,   1.000
 18.544,   0.062,   0.134,   0.459,   3.230,   0.192,   0.789,   0.979,   0.985
  7.815,   0.016,   0.036,   0.137,   2.178,   0.079,   0.973,   0.993,   0.997
  6.657,   0.019,   0.045,   0.087,   1.677,   0.067,   0.984,   0.999,   1.000
  9.230,   0.020,   0.047,   0.290,   2.902,   0.092,   0.981,   0.992,   0.997
  9.654,   0.023,   0.057,   0.140,   1.505,   0.097,   0.966,   0.990,   0.999
  9.980,   0.029,   0.064,   0.335,   4.093,   0.103,   0.970,   0.988,   0.997
  7.642,   0.021,   0.051,   0.205,   2.321,   0.082,   0.981,   0.993,   0.999
  9.362,   0.023,   0.052,   0.198,   2.769,   0.095,   0.954,   0.995,   1.000
  6.689,   0.019,   0.044,   0.090,   1.770,   0.069,   0.988,   0.999,   1.000
 13.748,   0.037,   0.088,   0.388,   3.393,   0.137,   0.890,   0.988,   1.000
  6.778,   0.020,   0.047,   0.075,   1.432,   0.068,   0.981,   0.999,   1.000
  9.491,   0.026,   0.060,   0.207,   3.187,   0.095,   0.957,   0.996,   1.000
  3.987,   0.016,   0.036,   0.056,   1.468,   0.050,   0.998,   1.000,   1.000
  6.254,   0.022,   0.050,   0.163,   2.379,   0.076,   0.987,   0.999,   0.999
  9.604,   0.027,   0.058,   0.234,   3.244,   0.109,   0.973,   0.996,   0.997
  9.104,   0.029,   0.066,   0.235,   3.108,   0.092,   0.980,   0.993,   0.999
 29.575,   0.058,   0.108,   1.252,   6.905,   0.306,   0.861,   0.925,   0.942
  7.052,   0.021,   0.047,   0.162,   2.565,   0.076,   0.989,   0.999,   1.000
  9.407,   0.027,   0.057,   0.272,   3.307,   0.107,   0.945,   0.993,   0.999
  7.841,   0.021,   0.052,   0.111,   1.791,   0.085,   0.962,   0.993,   1.000
  7.764,   0.019,   0.044,   0.181,   2.861,   0.078,   0.976,   0.998,   0.999
  5.374,   0.016,   0.036,   0.078,   1.618,   0.055,   0.993,   0.998,   1.000
  8.643,   0.023,   0.055,   0.126,   1.994,   0.088,   0.986,   0.994,   0.998
  5.962,   0.016,   0.036,   0.090,   1.999,   0.061,   0.988,   0.999,   1.000
  5.297,   0.017,   0.039,   0.065,   1.430,   0.055,   0.990,   0.999,   1.000
  8.971,   0.020,   0.046,   0.131,   1.945,   0.090,   0.959,   0.994,   0.999
 11.855,   0.033,   0.078,   0.370,   3.368,   0.119,   0.955,   0.988,   0.996
  6.644,   0.016,   0.037,   0.152,   2.595,   0.067,   0.984,   0.997,   0.999
  7.622,   0.021,   0.048,   0.198,   3.036,   0.077,   0.978,   0.998,   1.000
  8.771,   0.045,   0.113,   0.261,   2.144,   0.132,   0.889,   0.999,   1.000
  6.639,   0.020,   0.048,   0.176,   2.633,   0.071,   0.982,   0.999,   1.000
 10.240,   0.029,   0.070,   0.192,   2.556,   0.104,   0.914,   0.999,   1.000
  9.083,   0.030,   0.071,   0.200,   2.531,   0.094,   0.984,   0.999,   1.000
  6.875,   0.018,   0.041,   0.163,   2.533,   0.074,   0.981,   0.994,   1.000
 10.487,   0.043,   0.094,   0.463,   4.470,   0.132,   0.941,   0.987,   0.999
  9.793,   0.027,   0.057,   0.266,   3.452,   0.110,   0.958,   0.985,   0.996
  8.615,   0.020,   0.046,   0.246,   3.085,   0.086,   0.966,   0.995,   0.998
  5.947,   0.018,   0.042,   0.082,   1.556,   0.062,   0.988,   1.000,   1.000
  8.942,   0.030,   0.065,   0.194,   2.693,   0.093,   0.977,   0.999,   1.000
  6.472,   0.019,   0.043,   0.159,   2.583,   0.072,   0.985,   0.998,   1.000
  7.005,   0.017,   0.038,   0.168,   2.690,   0.075,   0.973,   0.997,   1.000
 17.551,   0.072,   0.181,   0.514,   2.552,   0.201,   0.684,   0.993,   0.999
 11.541,   0.027,   0.061,   0.386,   4.237,   0.115,   0.955,   0.992,   0.997
 10.960,   0.029,   0.069,   0.349,   3.447,   0.110,   0.922,   0.996,   0.999
  8.586,   0.023,   0.053,   0.196,   2.653,   0.086,   0.968,   0.996,   0.999
  9.913,   0.029,   0.069,   0.324,   3.364,   0.107,   0.944,   0.992,   1.000
  6.511,   0.015,   0.034,   0.106,   1.871,   0.068,   0.980,   0.997,   1.000
 11.318,   0.031,   0.069,   0.295,   2.951,   0.118,   0.931,   0.991,   0.997
 11.280,   0.032,   0.070,   0.336,   3.615,   0.115,   0.921,   0.993,   0.999
 19.361,   0.033,   0.063,   0.941,   7.650,   0.195,   0.931,   0.967,   0.981
  3.724,   0.013,   0.028,   0.056,   1.667,   0.043,   0.996,   1.000,   1.000
  8.871,   0.024,   0.055,   0.235,   3.447,   0.089,   0.961,   0.997,   1.000
  7.306,   0.039,   0.085,   0.140,   1.485,   0.108,   0.984,   1.000,   1.000
  8.472,   0.035,   0.078,   0.155,   1.900,   0.095,   0.991,   1.000,   1.000
  7.811,   0.023,   0.055,   0.158,   2.080,   0.078,   0.974,   0.999,   1.000
  9.968,   0.022,   0.051,   0.258,   2.659,   0.100,   0.980,   0.993,   0.995
  8.296,   0.021,   0.046,   0.252,   3.817,   0.085,   0.969,   0.993,   1.000
 10.527,   0.027,   0.062,   0.427,   4.245,   0.105,   0.950,   0.991,   0.999
  9.299,   0.036,   0.079,   0.297,   2.984,   0.112,   0.958,   0.998,   0.999
  5.287,   0.013,   0.029,   0.079,   1.873,   0.053,   0.987,   0.999,   1.000
 11.197,   0.022,   0.051,   0.262,   2.732,   0.112,   0.960,   0.981,   0.995
  7.186,   0.018,   0.044,   0.157,   2.513,   0.074,   0.978,   0.998,   0.999
  8.300,   0.028,   0.065,   0.218,   2.915,   0.090,   0.975,   0.999,   1.000
  8.845,   0.023,   0.053,   0.117,   1.685,   0.089,   0.986,   0.995,   0.998
 16.021,   0.038,   0.084,   0.902,   6.724,   0.161,   0.865,   0.971,   0.994
  7.395,   0.028,   0.062,   0.165,   2.029,   0.089,   0.976,   1.000,   1.000
  7.883,   0.023,   0.051,   0.269,   3.708,   0.087,   0.963,   0.998,   1.000
 10.457,   0.030,   0.068,   0.214,   2.223,   0.108,   0.936,   0.997,   0.999
  8.758,   0.024,   0.058,   0.098,   1.392,   0.089,   0.980,   0.998,   1.000
 10.886,   0.031,   0.071,   0.181,   2.261,   0.109,   0.935,   0.994,   1.000
  7.252,   0.019,   0.044,   0.169,   2.866,   0.073,   0.984,   1.000,   1.000
  8.449,   0.016,   0.035,   0.225,   3.344,   0.086,   0.976,   0.989,   0.998
 18.576,   0.040,   0.088,   1.030,   7.238,   0.186,   0.888,   0.941,   0.975
  8.203,   0.024,   0.051,   0.175,   2.490,   0.096,   0.966,   0.987,   1.000
 10.714,   0.030,   0.064,   0.271,   2.983,   0.110,   0.902,   1.000,   1.000
  7.586,   0.024,   0.052,   0.185,   2.894,   0.087,   0.971,   0.997,   1.000
  8.814,   0.026,   0.060,   0.115,   1.551,   0.090,   0.978,   0.996,   0.999
 11.336,   0.024,   0.053,   0.226,   2.930,   0.113,   0.979,   0.990,   0.991
  6.982,   0.020,   0.050,   0.197,   2.482,   0.077,   0.974,   0.998,   1.000
  7.030,   0.020,   0.045,   0.159,   2.651,   0.073,   0.975,   0.999,   1.000
  8.494,   0.022,   0.052,   0.110,   1.853,   0.085,   0.990,   0.996,   0.998
 10.090,   0.024,   0.051,   0.314,   3.793,   0.109,   0.965,   0.987,   0.992
  8.763,   0.021,   0.048,   0.128,   1.653,   0.088,   0.972,   0.992,   0.999
 10.233,   0.027,   0.057,   0.273,   3.303,   0.110,   0.960,   0.977,   0.999
 11.435,   0.029,   0.061,   0.354,   3.783,   0.126,   0.890,   0.995,   1.000
 24.376,   0.052,   0.103,   1.261,   7.951,   0.244,   0.928,   0.947,   0.948
 11.422,   0.027,   0.060,   0.487,   5.220,   0.114,   0.927,   0.990,   0.999
  8.548,   0.020,   0.048,   0.189,   2.370,   0.085,   0.955,   0.996,   0.999
  5.562,   0.027,   0.060,   0.093,   1.682,   0.074,   0.997,   0.999,   0.999
  6.854,   0.017,   0.039,   0.161,   2.692,   0.069,   0.979,   0.997,   1.000
  4.181,   0.017,   0.037,   0.070,   1.709,   0.052,   0.997,   1.000,   1.000
  6.720,   0.018,   0.043,   0.143,   2.279,   0.070,   0.987,   0.998,   1.000
  9.574,   0.023,   0.051,   0.237,   3.271,   0.098,   0.956,   0.996,   0.998
  8.786,   0.029,   0.070,   0.113,   1.490,   0.090,   0.995,   0.999,   1.000
  3.255,   0.032,   0.077,   0.102,   1.513,   0.080,   0.999,   1.000,   1.000
  7.813,   0.026,   0.059,   0.162,   2.663,   0.079,   0.985,   1.000,   1.000
 14.066,   0.036,   0.090,   0.564,   3.478,   0.144,   0.916,   0.974,   0.995
  5.011,   0.019,   0.045,   0.078,   1.501,   0.058,   0.992,   1.000,   1.000
  7.671,   0.018,   0.040,   0.211,   3.311,   0.078,   0.973,   0.997,   1.000
  5.745,   0.012,   0.028,   0.097,   2.020,   0.059,   0.984,   0.997,   1.000
 11.771,   0.042,   0.100,   0.192,   1.581,   0.121,   0.945,   1.000,   1.000
  9.012,   0.028,   0.060,   0.288,   3.518,   0.099,   0.939,   0.997,   1.000
  9.728,   0.029,   0.065,   0.187,   2.594,   0.099,   0.968,   0.994,   0.999
  7.411,   0.018,   0.039,   0.204,   3.222,   0.079,   0.972,   0.996,   0.999
  9.954,   0.019,   0.046,   0.315,   3.267,   0.100,   0.941,   0.990,   0.999
  7.529,   0.019,   0.044,   0.136,   2.277,   0.076,   0.975,   0.996,   0.999
  8.918,   0.028,   0.064,   0.164,   1.963,   0.089,   0.967,   0.999,   1.000
  9.036,   0.022,   0.050,   0.285,   3.601,   0.092,   0.961,   0.993,   0.998
 14.220,   0.037,   0.094,   0.815,   4.598,   0.146,   0.924,   0.978,   0.990
 15.087,   0.045,   0.096,   0.671,   5.624,   0.153,   0.863,   0.976,   0.998
 20.005,   0.045,   0.091,   1.049,   7.298,   0.201,   0.887,   0.947,   0.961
