     d1,      d2,      d3,  AbsRel,   SqRel,    RMSE, RMSElog,   SILog,   log10
  8.711,   0.024,   0.051,   0.208,   3.300,   0.095,   0.957,   0.997,   0.999
  9.026,   0.018,   0.040,   0.223,   3.108,   0.093,   0.974,   0.987,   0.997
  5.426,   0.022,   0.048,   0.096,   1.818,   0.066,   0.989,   0.999,   1.000
 10.781,   0.034,   0.075,   0.252,   2.997,   0.113,   0.954,   0.994,   0.999
  9.251,   0.022,   0.050,   0.206,   2.710,   0.093,   0.945,   0.998,   1.000
 11.634,   0.027,   0.065,   0.512,   3.685,   0.117,   0.963,   0.990,   0.996
  9.502,   0.035,   0.075,   0.319,   3.537,   0.115,   0.943,   0.995,   1.000
  8.385,   0.028,   0.061,   0.196,   2.848,   0.093,   0.952,   0.999,   1.000
  7.671,   0.029,   0.064,   0.155,   2.161,   0.089,   0.986,   0.997,   0.999
 12.591,   0.030,   0.063,   0.464,   4.432,   0.136,   0.917,   0.954,   1.000
 11.094,   0.038,   0.089,   0.334,   3.766,   0.114,   0.962,   0.997,   0.999
 10.825,   0.031,   0.072,   0.259,   2.886,   0.109,   0.952,   0.990,   0.999
 11.507,   0.035,   0.076,   0.365,   3.800,   0.119,   0.891,   0.997,   1.000
  3.888,   0.015,   0.033,   0.065,   1.587,   0.048,   0.995,   1.000,   1.000
  7.945,   0.022,   0.051,   0.151,   2.698,   0.080,   0.962,   0.999,   1.000
  8.244,   0.029,   0.067,   0.116,   1.873,   0.082,   0.992,   1.000,   1.000
  8.300,   0.026,   0.062,   0.160,   2.093,   0.091,   0.978,   0.996,   0.999
  7.891,   0.019,   0.044,   0.167,   2.473,   0.079,   0.966,   0.999,   1.000
  7.274,   0.019,   0.043,   0.156,   2.608,   0.073,   0.976,   0.999,   1.000
  6.970,   0.021,   0.047,   0.182,   2.605,   0.076,   0.972,   1.000,   1.000
  5.980,   0.025,   0.055,   0.145,   2.543,   0.075,   0.987,   0.998,   1.000
  7.950,   0.027,   0.059,   0.202,   2.825,   0.097,   0.959,   0.993,   1.000
  4.390,   0.013,   0.031,   0.055,   1.542,   0.044,   0.996,   1.000,   1.000
  6.197,   0.030,   0.073,   0.172,   2.118,   0.088,   0.980,   0.998,   1.000
 11.296,   0.038,   0.080,   0.508,   4.455,   0.134,   0.846,   0.997,   1.000
  9.169,   0.023,   0.054,   0.246,   2.918,   0.095,   0.960,   0.994,   0.999
 12.020,   0.032,   0.068,   0.328,   3.192,   0.130,   0.921,   0.981,   0.997
  9.583,   0.037,   0.080,   0.361,   4.022,   0.114,   0.942,   0.996,   1.000
  7.013,   0.027,   0.060,   0.193,   2.916,   0.086,   0.981,   0.999,   1.000
 12.142,   0.033,   0.069,   0.639,   5.826,   0.134,   0.880,   0.992,   1.000
  6.787,   0.021,   0.050,   0.098,   2.000,   0.071,   0.987,   0.999,   0.999
 10.897,   0.055,   0.137,   0.419,   2.809,   0.148,   0.916,   0.999,   1.000
  6.887,   0.018,   0.041,   0.134,   2.137,   0.074,   0.977,   0.999,   1.000
  6.782,   0.020,   0.047,   0.127,   1.962,   0.073,   0.987,   0.998,   1.000
  8.774,   0.038,   0.091,   0.203,   2.233,   0.105,   0.974,   0.997,   1.000
 10.823,   0.028,   0.061,   0.454,   4.777,   0.117,   0.912,   0.992,   0.999
  7.146,   0.021,   0.047,   0.200,   2.848,   0.077,   0.974,   0.997,   1.000
  6.367,   0.015,   0.032,   0.131,   2.435,   0.069,   0.982,   0.994,   1.000
  7.870,   0.022,   0.049,   0.136,   2.296,   0.079,   0.979,   0.998,   0.999
  6.436,   0.020,   0.046,   0.115,   1.971,   0.064,   0.995,   1.000,   1.000
  7.824,   0.037,   0.082,   0.174,   1.823,   0.107,   0.967,   0.997,   1.000
  5.092,   0.017,   0.039,   0.108,   2.203,   0.057,   0.995,   1.000,   1.000
  7.842,   0.018,   0.041,   0.143,   2.248,   0.078,   0.979,   0.992,   0.999
 18.895,   0.071,   0.200,   2.050,   6.856,   0.246,   0.657,   0.902,   0.993
  7.921,   0.023,   0.050,   0.220,   3.093,   0.088,   0.958,   0.997,   1.000
  8.399,   0.028,   0.062,   0.263,   3.740,   0.098,   0.964,   0.995,   1.000
  9.421,   0.028,   0.063,   0.241,   3.053,   0.096,   0.974,   0.997,   0.999
 12.088,   0.029,   0.063,   0.304,   3.215,   0.125,   0.941,   0.971,   0.999
  8.488,   0.025,   0.054,   0.273,   3.765,   0.092,   0.964,   0.997,   1.000
  5.761,   0.018,   0.040,   0.096,   1.925,   0.065,   0.986,   0.999,   1.000
  7.267,   0.023,   0.052,   0.155,   2.519,   0.073,   0.989,   1.000,   1.000
  7.019,   0.016,   0.038,   0.142,   2.341,   0.070,   0.983,   0.995,   0.999
  5.503,   0.023,   0.054,   0.096,   1.563,   0.069,   0.997,   1.000,   1.000
  7.244,   0.019,   0.045,   0.156,   2.183,   0.073,   0.984,   0.999,   1.000
  7.298,   0.024,   0.053,   0.252,   3.721,   0.087,   0.965,   0.996,   1.000
 14.611,   0.039,   0.089,   0.526,   4.752,   0.147,   0.884,   0.980,   0.998
  4.124,   0.019,   0.044,   0.067,   1.470,   0.054,   1.000,   1.000,   1.000
  7.932,   0.024,   0.054,   0.214,   3.017,   0.083,   0.972,   0.998,   0.999
  7.246,   0.025,   0.054,   0.185,   2.698,   0.087,   0.963,   0.997,   0.999
  4.541,   0.018,   0.042,   0.076,   1.606,   0.055,   0.997,   1.000,   1.000
 11.447,   0.046,   0.111,   0.282,   2.458,   0.131,   0.898,   0.998,   1.000
  6.201,   0.018,   0.042,   0.125,   2.375,   0.062,   0.989,   1.000,   1.000
 13.070,   0.033,   0.075,   0.586,   5.402,   0.132,   0.917,   0.984,   0.997
 10.389,   0.033,   0.082,   0.218,   2.158,   0.115,   0.944,   0.995,   0.999
 11.091,   0.034,   0.074,   0.444,   4.621,   0.124,   0.932,   0.980,   0.999
 11.941,   0.040,   0.086,   0.450,   4.371,   0.131,   0.908,   0.992,   0.998
  9.710,   0.024,   0.056,   0.287,   3.232,   0.098,   0.960,   0.989,   0.997
  7.547,   0.035,   0.077,   0.211,   2.679,   0.099,   0.989,   1.000,   1.000
  6.508,   0.025,   0.055,   0.149,   2.394,   0.082,   0.971,   0.999,   1.000
  5.273,   0.015,   0.034,   0.072,   1.579,   0.054,   0.997,   1.000,   1.000
 11.222,   0.023,   0.053,   0.156,   2.231,   0.113,   0.968,   0.989,   0.996
  6.445,   0.019,   0.043,   0.183,   3.173,   0.071,   0.981,   0.998,   1.000
 10.452,   0.037,   0.082,   0.117,   1.618,   0.115,   0.957,   1.000,   1.000
  7.866,   0.033,   0.072,   0.144,   1.731,   0.101,   0.965,   0.994,   0.998
 11.895,   0.041,   0.088,   0.346,   3.624,   0.142,   0.925,   0.982,   0.991
 24.024,   0.129,   0.258,   1.213,   4.791,   0.340,   0.405,   0.785,   0.997
  7.351,   0.026,   0.060,   0.114,   1.781,   0.074,   0.997,   1.000,   1.000
  5.289,   0.019,   0.043,   0.072,   1.588,   0.054,   0.998,   1.000,   1.000
  4.022,   0.011,   0.026,   0.058,   1.511,   0.042,   0.995,   1.000,   1.000
  7.187,   0.020,   0.046,   0.139,   2.077,   0.072,   0.982,   0.999,   1.000
  6.756,   0.021,   0.051,   0.147,   2.059,   0.075,   0.983,   0.999,   1.000
 11.778,   0.031,   0.070,   0.442,   4.698,   0.119,   0.933,   0.984,   1.000
  4.765,   0.021,   0.047,   0.112,   2.086,   0.064,   0.996,   1.000,   1.000
  6.780,   0.019,   0.045,   0.117,   2.205,   0.068,   0.986,   0.999,   1.000
  5.806,   0.034,   0.074,   0.137,   1.915,   0.088,   0.994,   1.000,   1.000
  8.000,   0.018,   0.038,   0.183,   2.929,   0.082,   0.970,   0.994,   0.998
  7.589,   0.028,   0.061,   0.240,   3.189,   0.094,   0.966,   0.997,   1.000
 11.484,   0.030,   0.070,   0.260,   3.401,   0.115,   0.950,   0.994,   0.996
 11.511,   0.028,   0.063,   0.436,   4.727,   0.115,   0.938,   0.988,   1.000
  6.184,   0.025,   0.054,   0.084,   1.399,   0.078,   0.978,   1.000,   1.000
  9.361,   0.024,   0.053,   0.358,   4.118,   0.103,   0.960,   0.989,   0.998
  6.904,   0.020,   0.046,   0.100,   1.910,   0.069,   0.984,   1.000,   1.000
  6.427,   0.026,   0.057,   0.184,   2.935,   0.084,   0.979,   0.999,   1.000
  4.578,   0.022,   0.049,   0.074,   1.465,   0.062,   0.997,   1.000,   1.000
 13.751,   0.043,   0.096,   0.370,   3.299,   0.138,   0.873,   0.998,   1.000
  9.445,   0.023,   0.051,   0.270,   3.261,   0.096,   0.947,   0.993,   1.000
  7.035,   0.020,   0.046,   0.142,   2.160,   0.070,   0.974,   0.999,   1.000
 10.193,   0.028,   0.065,   0.305,   3.310,   0.102,   0.949,   0.999,   1.000
 11.768,   0.033,   0.068,   0.610,   5.696,   0.135,   0.913,   0.982,   0.996
  6.764,   0.037,   0.081,   0.193,   2.195,   0.105,   0.969,   0.999,   1.000
 13.193,   0.032,   0.074,   0.268,   2.713,   0.132,   0.915,   0.985,   0.997
  7.700,   0.021,   0.048,   0.174,   2.945,   0.077,   0.972,   0.999,   1.000
  6.860,   0.023,   0.050,   0.157,   2.487,   0.076,   0.986,   1.000,   1.000
  9.464,   0.027,   0.059,   0.360,   4.550,   0.101,   0.929,   0.997,   0.999
  8.308,   0.022,   0.050,   0.211,   3.221,   0.083,   0.970,   0.993,   1.000
 12.033,   0.035,   0.081,   0.389,   3.802,   0.120,   0.921,   0.994,   1.000
  6.565,   0.024,   0.055,   0.096,   1.606,   0.070,   0.987,   1.000,   1.000
  6.131,   0.020,   0.047,   0.111,   1.877,   0.068,   0.986,   1.000,   1.000
  8.365,   0.020,   0.045,   0.177,   2.492,   0.084,   0.956,   0.999,   1.000
  9.117,   0.029,   0.062,   0.235,   3.001,   0.106,   0.965,   0.990,   0.997
  6.728,   0.017,   0.039,   0.154,   2.494,   0.067,   0.985,   0.998,   0.999
  7.080,   0.024,   0.055,   0.101,   1.963,   0.071,   0.996,   1.000,   1.000
 10.802,   0.034,   0.072,   0.393,   4.126,   0.122,   0.911,   0.993,   1.000
 13.569,   0.033,   0.076,   0.302,   2.811,   0.137,   0.920,   0.979,   0.992
  8.499,   0.021,   0.049,   0.176,   2.241,   0.085,   0.981,   0.996,   0.998
 13.819,   0.059,   0.119,   0.582,   4.944,   0.188,   0.766,   0.982,   1.000
  3.870,   0.010,   0.022,   0.046,   1.448,   0.039,   0.995,   1.000,   1.000
  3.658,   0.011,   0.025,   0.039,   1.289,   0.038,   0.999,   1.000,   1.000
  8.804,   0.027,   0.063,   0.254,   3.249,   0.091,   0.974,   0.998,   1.000
  7.201,   0.025,   0.060,   0.153,   2.260,   0.079,   0.985,   0.999,   1.000
  5.628,   0.020,   0.044,   0.076,   1.600,   0.066,   0.993,   0.999,   1.000
  7.912,   0.028,   0.068,   0.142,   1.560,   0.090,   0.977,   1.000,   1.000
  7.657,   0.031,   0.068,   0.203,   2.688,   0.091,   0.982,   0.997,   0.999
  5.116,   0.015,   0.034,   0.093,   1.961,   0.052,   0.995,   0.999,   1.000
  8.258,   0.019,   0.046,   0.160,   2.143,   0.083,   0.969,   0.992,   1.000
 11.211,   0.044,   0.096,   0.203,   1.905,   0.132,   0.912,   0.997,   1.000
  9.381,   0.025,   0.056,   0.220,   2.861,   0.098,   0.962,   0.994,   0.999
 12.103,   0.038,   0.088,   0.211,   1.930,   0.121,   0.946,   0.998,   0.999
  6.562,   0.020,   0.045,   0.118,   2.320,   0.066,   0.986,   1.000,   1.000
  9.867,   0.031,   0.067,   0.271,   3.092,   0.111,   0.936,   0.998,   1.000
  9.619,   0.027,   0.064,   0.268,   2.767,   0.096,   0.954,   0.999,   1.000
 10.310,   0.029,   0.064,   0.231,   3.045,   0.104,   0.946,   0.992,   1.000
 10.953,   0.040,   0.102,   0.628,   4.080,   0.137,   0.883,   0.991,   1.000
  4.819,   0.026,   0.063,   0.096,   1.497,   0.074,   0.999,   1.000,   1.000
  8.399,   0.024,   0.056,   0.100,   1.679,   0.086,   0.971,   0.998,   0.999
  5.427,   0.016,   0.038,   0.062,   1.333,   0.056,   0.993,   0.999,   1.000
  4.396,   0.018,   0.040,   0.044,   1.002,   0.054,   0.998,   0.999,   1.000
  8.834,   0.045,   0.110,   0.235,   2.456,   0.123,   0.966,   0.997,   0.999
 10.276,   0.033,   0.071,   0.232,   2.620,   0.116,   0.927,   0.995,   0.999
  9.275,   0.032,   0.070,   0.333,   3.877,   0.105,   0.963,   0.990,   0.999
 10.043,   0.024,   0.052,   0.368,   4.479,   0.105,   0.948,   0.985,   0.999
  6.132,   0.030,   0.066,   0.108,   1.752,   0.081,   0.993,   1.000,   1.000
  4.291,   0.036,   0.087,   0.143,   1.934,   0.092,   0.989,   1.000,   1.000
 11.810,   0.044,   0.104,   0.301,   2.675,   0.126,   0.922,   0.998,   1.000
 13.849,   0.043,   0.092,   0.415,   3.650,   0.152,   0.858,   0.987,   0.998
  5.421,   0.015,   0.035,   0.077,   1.582,   0.057,   0.989,   1.000,   1.000
  9.893,   0.025,   0.063,   0.345,   2.886,   0.106,   0.966,   0.985,   0.996
  7.652,   0.016,   0.041,   0.277,   2.985,   0.081,   0.971,   0.993,   0.999
  6.977,   0.022,   0.049,   0.157,   2.440,   0.078,   0.972,   1.000,   1.000
  8.026,   0.021,   0.046,   0.276,   3.889,   0.085,   0.962,   0.998,   1.000
  7.759,   0.018,   0.039,   0.203,   3.165,   0.082,   0.968,   0.994,   0.999
 12.309,   0.029,   0.062,   0.445,   4.501,   0.128,   0.947,   0.975,   0.990
  8.930,   0.023,   0.055,   0.231,   2.653,   0.092,   0.959,   0.997,   1.000
  7.754,   0.020,   0.044,   0.203,   2.945,   0.081,   0.978,   0.996,   0.999
  9.079,   0.032,   0.077,   0.146,   1.642,   0.096,   0.958,   1.000,   1.000
  8.137,   0.031,   0.068,   0.180,   2.380,   0.099,   0.962,   0.995,   0.999
  3.529,   0.011,   0.025,   0.041,   1.292,   0.038,   0.998,   1.000,   1.000
  7.358,   0.016,   0.035,   0.202,   3.210,   0.074,   0.976,   0.994,   1.000
  9.606,   0.048,   0.119,   0.185,   1.554,   0.138,   0.872,   1.000,   1.000
  6.866,   0.027,   0.059,   0.180,   2.886,   0.087,   0.979,   0.997,   0.999
  8.870,   0.030,   0.065,   0.182,   2.438,   0.099,   0.961,   0.999,   1.000
  6.636,   0.018,   0.039,   0.136,   2.474,   0.070,   0.977,   0.999,   1.000
  7.477,   0.022,   0.052,   0.119,   2.182,   0.075,   0.982,   0.997,   1.000
  5.506,   0.016,   0.036,   0.090,   1.920,   0.055,   0.992,   1.000,   1.000
  6.650,   0.015,   0.035,   0.130,   2.238,   0.068,   0.983,   0.996,   0.999
  8.213,   0.021,   0.047,   0.229,   3.392,   0.087,   0.960,   0.997,   1.000
  7.757,   0.024,   0.057,   0.099,   1.732,   0.081,   0.985,   0.998,   1.000
  6.208,   0.019,   0.043,   0.095,   1.909,   0.064,   0.989,   1.000,   1.000
  8.506,   0.023,   0.051,   0.175,   2.214,   0.091,   0.957,   0.995,   0.999
 15.791,   0.044,   0.096,   0.830,   6.589,   0.162,   0.873,   0.965,   0.998
  6.458,   0.024,   0.052,   0.157,   2.657,   0.078,   0.986,   1.000,   1.000
  4.608,   0.026,   0.057,   0.088,   1.601,   0.070,   0.993,   1.000,   1.000
  6.206,   0.017,   0.038,   0.139,   2.663,   0.066,   0.980,   0.998,   0.999
 13.223,   0.030,   0.063,   0.320,   3.079,   0.135,   0.941,   0.960,   0.996
 11.767,   0.032,   0.075,   0.254,   3.237,   0.119,   0.943,   0.993,   0.997
 14.695,   0.040,   0.087,   0.828,   6.545,   0.160,   0.853,   0.976,   0.998
  7.497,   0.020,   0.045,   0.139,   2.325,   0.075,   0.978,   0.997,   1.000
  9.352,   0.026,   0.065,   0.301,   3.033,   0.099,   0.942,   0.999,   1.000
  7.957,   0.030,   0.067,   0.247,   3.192,   0.093,   0.966,   0.997,   1.000
  7.863,   0.024,   0.055,   0.137,   2.238,   0.085,   0.980,   0.997,   0.999
  6.569,   0.018,   0.040,   0.109,   2.287,   0.066,   0.985,   0.999,   1.000
 10.572,   0.026,   0.055,   0.351,   3.992,   0.113,   0.937,   0.990,   0.999
  8.203,   0.027,   0.061,   0.192,   2.709,   0.085,   0.986,   0.998,   1.000
  5.454,   0.021,   0.046,   0.116,   2.214,   0.064,   0.993,   1.000,   1.000
  7.344,   0.022,   0.050,   0.103,   1.815,   0.074,   0.980,   0.999,   1.000
  8.555,   0.027,   0.061,   0.206,   2.964,   0.086,   0.973,   0.999,   1.000
  7.318,   0.028,   0.063,   0.190,   2.749,   0.087,   0.979,   0.999,   1.000
  5.952,   0.025,   0.055,   0.154,   2.619,   0.077,   0.987,   1.000,   1.000
 10.266,   0.028,   0.069,   0.433,   4.057,   0.108,   0.950,   0.990,   0.998
  7.149,   0.031,   0.069,   0.209,   2.792,   0.093,   0.978,   0.998,   0.999
  7.513,   0.022,   0.051,   0.143,   2.386,   0.075,   0.988,   0.998,   1.000
  5.824,   0.020,   0.045,   0.073,   1.512,   0.062,   0.990,   1.000,   1.000
 15.253,   0.062,   0.133,   0.365,   2.895,   0.176,   0.814,   0.987,   0.997
  7.498,   0.018,   0.041,   0.124,   2.048,   0.076,   0.974,   0.994,   1.000
  6.700,   0.019,   0.043,   0.096,   1.896,   0.067,   0.985,   0.999,   1.000
  8.565,   0.019,   0.046,   0.235,   2.584,   0.088,   0.975,   0.994,   0.998
  9.779,   0.031,   0.073,   0.140,   1.529,   0.101,   0.966,   0.996,   0.999
  8.865,   0.038,   0.081,   0.354,   4.012,   0.116,   0.966,   0.992,   0.998
  5.748,   0.021,   0.050,   0.117,   1.694,   0.069,   0.988,   0.998,   1.000
  7.657,   0.021,   0.048,   0.158,   2.551,   0.079,   0.974,   0.997,   1.000
  6.244,   0.016,   0.037,   0.091,   2.108,   0.063,   0.983,   0.999,   1.000
 11.694,   0.035,   0.078,   0.319,   3.380,   0.123,   0.922,   0.992,   0.999
  7.157,   0.020,   0.047,   0.108,   1.920,   0.072,   0.985,   1.000,   1.000
  8.462,   0.026,   0.057,   0.166,   2.751,   0.092,   0.975,   0.996,   1.000
  3.259,   0.010,   0.022,   0.037,   1.222,   0.034,   0.998,   1.000,   1.000
  4.431,   0.012,   0.028,   0.058,   1.556,   0.047,   0.997,   1.000,   1.000
  9.059,   0.025,   0.055,   0.204,   2.980,   0.102,   0.984,   0.997,   0.998
  9.742,   0.035,   0.077,   0.264,   3.287,   0.105,   0.980,   0.995,   0.999
 24.511,   0.061,   0.124,   1.130,   6.454,   0.257,   0.852,   0.930,   0.948
  7.448,   0.024,   0.053,   0.171,   2.611,   0.082,   0.977,   0.999,   1.000
  8.456,   0.027,   0.059,   0.247,   3.163,   0.099,   0.950,   0.997,   1.000
  7.492,   0.018,   0.044,   0.100,   1.835,   0.077,   0.972,   0.994,   1.000
  6.993,   0.019,   0.043,   0.147,   2.544,   0.071,   0.985,   0.998,   1.000
  5.283,   0.016,   0.036,   0.066,   1.459,   0.053,   0.995,   1.000,   1.000
  7.639,   0.023,   0.053,   0.098,   1.777,   0.079,   0.986,   0.997,   0.999
  6.554,   0.018,   0.042,   0.109,   2.314,   0.066,   0.987,   0.999,   1.000
  5.152,   0.016,   0.038,   0.093,   1.898,   0.057,   0.987,   0.999,   1.000
  9.487,   0.026,   0.059,   0.177,   2.647,   0.099,   0.972,   0.993,   0.997
 11.805,   0.033,   0.075,   0.300,   3.045,   0.119,   0.952,   0.990,   0.995
  6.027,   0.014,   0.034,   0.138,   2.386,   0.060,   0.985,   0.998,   0.999
  8.176,   0.021,   0.050,   0.226,   3.097,   0.082,   0.969,   0.998,   1.000
  9.608,   0.050,   0.125,   0.322,   2.337,   0.145,   0.865,   0.997,   0.999
  6.796,   0.021,   0.049,   0.182,   2.793,   0.072,   0.981,   0.999,   1.000
  7.885,   0.023,   0.054,   0.128,   2.296,   0.079,   0.978,   0.999,   1.000
  7.876,   0.025,   0.060,   0.175,   2.354,   0.082,   0.989,   0.998,   1.000
  7.350,   0.031,   0.068,   0.238,   3.121,   0.101,   0.972,   0.992,   0.999
  8.413,   0.037,   0.082,   0.307,   3.657,   0.108,   0.966,   0.997,   1.000
  9.987,   0.029,   0.064,   0.249,   3.084,   0.103,   0.957,   0.993,   0.999
  8.884,   0.024,   0.054,   0.221,   2.821,   0.091,   0.952,   0.997,   0.999
  6.517,   0.023,   0.055,   0.168,   2.368,   0.076,   0.979,   1.000,   1.000
  7.552,   0.025,   0.057,   0.136,   2.203,   0.077,   0.985,   1.000,   1.000
  6.291,   0.021,   0.046,   0.141,   2.320,   0.074,   0.988,   0.997,   0.999
  7.021,   0.019,   0.043,   0.150,   2.530,   0.075,   0.971,   0.998,   1.000
 11.150,   0.064,   0.164,   0.431,   2.340,   0.178,   0.783,   0.998,   1.000
 10.693,   0.024,   0.055,   0.329,   3.953,   0.107,   0.965,   0.993,   0.997
 10.408,   0.026,   0.065,   0.351,   3.400,   0.107,   0.921,   0.998,   1.000
  8.022,   0.023,   0.052,   0.184,   2.686,   0.084,   0.964,   1.000,   1.000
  9.620,   0.024,   0.058,   0.285,   2.948,   0.097,   0.964,   0.993,   0.999
  6.077,   0.020,   0.045,   0.105,   1.711,   0.069,   0.986,   0.998,   0.999
  9.964,   0.022,   0.052,   0.239,   2.730,   0.101,   0.953,   0.993,   0.997
 10.767,   0.029,   0.064,   0.311,   3.488,   0.112,   0.930,   0.991,   0.999
 18.394,   0.040,   0.077,   0.991,   7.722,   0.197,   0.895,   0.959,   0.978
  3.557,   0.008,   0.020,   0.038,   1.303,   0.036,   0.996,   1.000,   1.000
  9.031,   0.025,   0.058,   0.212,   3.124,   0.090,   0.952,   0.999,   1.000
  5.281,   0.025,   0.055,   0.071,   1.146,   0.073,   0.991,   1.000,   1.000
  7.735,   0.028,   0.063,   0.137,   1.941,   0.080,   0.992,   1.000,   1.000
  6.861,   0.033,   0.072,   0.176,   2.136,   0.095,   0.975,   1.000,   1.000
 10.038,   0.024,   0.058,   0.259,   2.696,   0.100,   0.971,   0.994,   0.996
  7.822,   0.022,   0.048,   0.218,   3.360,   0.084,   0.972,   0.998,   1.000
 12.298,   0.033,   0.082,   0.646,   4.959,   0.124,   0.916,   0.990,   0.999
  8.354,   0.038,   0.081,   0.294,   2.973,   0.115,   0.933,   0.997,   1.000
  4.997,   0.012,   0.026,   0.080,   1.955,   0.052,   0.990,   0.998,   1.000
 11.388,   0.025,   0.058,   0.266,   2.739,   0.114,   0.948,   0.984,   0.997
  7.443,   0.020,   0.048,   0.134,   2.022,   0.080,   0.971,   0.998,   1.000
  8.047,   0.032,   0.077,   0.235,   2.714,   0.097,   0.972,   1.000,   1.000
  9.459,   0.020,   0.046,   0.137,   2.197,   0.095,   0.980,   0.994,   0.998
 14.199,   0.039,   0.084,   0.796,   6.528,   0.154,   0.890,   0.976,   0.995
  7.596,   0.026,   0.057,   0.162,   2.012,   0.089,   0.965,   1.000,   1.000
  6.528,   0.021,   0.047,   0.170,   2.880,   0.072,   0.986,   0.999,   1.000
  9.465,   0.030,   0.068,   0.206,   2.319,   0.101,   0.973,   0.997,   0.999
  7.272,   0.021,   0.049,   0.068,   1.318,   0.074,   0.992,   0.999,   1.000
 11.520,   0.032,   0.073,   0.181,   2.038,   0.116,   0.924,   0.995,   1.000
  7.542,   0.020,   0.046,   0.186,   2.968,   0.076,   0.982,   1.000,   1.000
  7.664,   0.017,   0.039,   0.191,   2.974,   0.077,   0.973,   0.992,   1.000
 14.787,   0.036,   0.082,   0.704,   5.609,   0.148,   0.886,   0.973,   0.995
  7.956,   0.027,   0.058,   0.170,   2.514,   0.092,   0.974,   0.990,   0.999
 10.010,   0.030,   0.068,   0.240,   2.802,   0.100,   0.946,   0.999,   1.000
  7.255,   0.022,   0.048,   0.177,   2.862,   0.083,   0.965,   0.998,   1.000
  7.596,   0.021,   0.049,   0.085,   1.443,   0.077,   0.980,   0.999,   1.000
 10.775,   0.024,   0.053,   0.211,   2.843,   0.108,   0.983,   0.990,   0.991
  6.878,   0.018,   0.045,   0.183,   2.318,   0.074,   0.977,   0.998,   1.000
  6.142,   0.017,   0.039,   0.100,   1.941,   0.063,   0.986,   1.000,   1.000
  9.815,   0.022,   0.049,   0.172,   2.566,   0.098,   0.988,   0.990,   0.991
  9.690,   0.030,   0.064,   0.326,   3.654,   0.112,   0.950,   0.986,   0.994
  8.612,   0.019,   0.045,   0.129,   1.602,   0.086,   0.978,   0.994,   0.998
 10.552,   0.027,   0.058,   0.260,   3.071,   0.118,   0.963,   0.981,   0.996
  9.596,   0.026,   0.056,   0.277,   3.387,   0.108,   0.905,   0.997,   1.000
 19.518,   0.047,   0.102,   0.927,   6.481,   0.196,   0.899,   0.946,   0.965
 11.566,   0.028,   0.062,   0.503,   5.314,   0.116,   0.923,   0.993,   1.000
  7.112,   0.020,   0.048,   0.121,   1.684,   0.073,   0.981,   0.997,   1.000
  6.671,   0.022,   0.051,   0.093,   1.647,   0.068,   0.992,   0.999,   1.000
  7.155,   0.020,   0.046,   0.182,   2.980,   0.075,   0.975,   0.997,   0.999
  3.630,   0.012,   0.027,   0.049,   1.384,   0.040,   0.997,   1.000,   1.000
  7.629,   0.024,   0.054,   0.112,   1.944,   0.077,   0.979,   0.999,   1.000
  9.433,   0.022,   0.048,   0.228,   3.147,   0.096,   0.951,   0.997,   0.998
 10.120,   0.036,   0.085,   0.146,   1.720,   0.104,   0.996,   0.999,   1.000
  3.924,   0.026,   0.062,   0.105,   1.683,   0.069,   0.997,   1.000,   1.000
  9.178,   0.030,   0.070,   0.181,   2.538,   0.092,   0.973,   1.000,   1.000
 15.214,   0.042,   0.105,   0.702,   3.978,   0.157,   0.903,   0.969,   0.993
  4.528,   0.018,   0.043,   0.072,   1.481,   0.056,   0.996,   1.000,   1.000
  7.479,   0.016,   0.036,   0.213,   3.257,   0.075,   0.972,   0.995,   1.000
  5.176,   0.016,   0.036,   0.072,   1.679,   0.057,   0.984,   0.999,   1.000
 10.727,   0.032,   0.074,   0.131,   1.315,   0.108,   0.943,   0.999,   1.000
  6.899,   0.023,   0.050,   0.173,   2.657,   0.078,   0.985,   0.999,   1.000
 10.712,   0.033,   0.073,   0.240,   2.927,   0.114,   0.925,   0.993,   0.999
  7.742,   0.021,   0.047,   0.257,   3.611,   0.085,   0.960,   0.998,   0.999
  8.907,   0.022,   0.049,   0.234,   2.971,   0.094,   0.959,   0.991,   0.999
  9.048,   0.027,   0.060,   0.222,   2.999,   0.100,   0.932,   0.998,   1.000
  8.819,   0.027,   0.063,   0.179,   2.039,   0.091,   0.961,   0.999,   1.000
  8.577,   0.021,   0.048,   0.270,   3.327,   0.086,   0.961,   0.997,   0.998
 15.937,   0.042,   0.108,   1.028,   4.982,   0.164,   0.912,   0.970,   0.986
 15.976,   0.047,   0.100,   0.737,   5.754,   0.165,   0.832,   0.975,   0.999
 18.478,   0.038,   0.076,   0.941,   6.908,   0.189,   0.889,   0.952,   0.964
 17.208,   0.069,   0.137,   0.730,   4.149,   0.229,   0.728,   0.933,   0.980
  8.809,   0.026,   0.058,   0.203,   2.592,   0.092,   0.952,   0.999,   1.000
  8.114,   0.027,   0.066,   0.190,   2.172,   0.095,   0.969,   0.992,   1.000
 10.103,   0.030,   0.067,   0.259,   2.886,   0.108,   0.929,   0.998,   1.000
 11.445,   0.029,   0.076,   0.317,   2.433,   0.126,   0.956,   0.982,   0.995
  7.800,   0.028,   0.061,   0.271,   3.596,   0.095,   0.972,   0.998,   0.999
 13.036,   0.041,   0.091,   0.658,   5.986,   0.138,   0.909,   0.988,   0.998
