     d1,      d2,      d3,  AbsRel,   SqRel,    RMSE, RMSElog,   SILog,   log10
  9.119,   0.029,   0.065,   0.140,   2.497,   0.092,   0.978,   0.996,   0.998
  8.108,   0.025,   0.055,   0.214,   3.144,   0.088,   0.952,   1.000,   1.000
  9.353,   0.024,   0.059,   0.260,   2.602,   0.098,   0.936,   0.999,   1.000
  9.649,   0.039,   0.086,   0.163,   1.789,   0.112,   0.980,   1.000,   1.000
  6.370,   0.025,   0.054,   0.174,   2.898,   0.079,   0.981,   0.999,   1.000
  9.853,   0.023,   0.053,   0.180,   2.188,   0.099,   0.933,   0.994,   1.000
  5.056,   0.017,   0.040,   0.041,   1.039,   0.051,   0.997,   1.000,   1.000
 13.271,   0.030,   0.065,   0.483,   4.191,   0.140,   0.933,   0.970,   0.991
  9.471,   0.035,   0.085,   0.239,   2.477,   0.107,   0.964,   0.999,   1.000
  9.960,   0.030,   0.068,   0.355,   4.020,   0.101,   0.968,   0.994,   0.998
  9.933,   0.028,   0.061,   0.377,   4.301,   0.108,   0.934,   0.991,   1.000
 11.086,   0.029,   0.060,   0.328,   3.409,   0.123,   0.924,   0.977,   1.000
  5.986,   0.031,   0.067,   0.085,   1.430,   0.089,   0.992,   0.998,   0.999
 12.992,   0.037,   0.083,   0.267,   2.619,   0.144,   0.941,   0.977,   0.991
  9.131,   0.028,   0.062,   0.260,   3.376,   0.100,   0.961,   0.996,   0.998
  7.579,   0.021,   0.047,   0.135,   2.170,   0.076,   0.980,   0.999,   1.000
  8.538,   0.033,   0.079,   0.193,   2.320,   0.099,   0.957,   0.999,   0.999
  6.988,   0.019,   0.045,   0.112,   1.830,   0.073,   0.984,   0.996,   0.999
  6.870,   0.020,   0.044,   0.103,   1.730,   0.073,   0.985,   0.997,   1.000
  9.174,   0.024,   0.057,   0.326,   3.503,   0.092,   0.966,   0.993,   0.999
 14.265,   0.039,   0.097,   0.437,   2.388,   0.144,   0.945,   0.984,   0.994
  7.164,   0.037,   0.081,   0.198,   2.051,   0.108,   0.969,   0.999,   1.000
  9.431,   0.028,   0.061,   0.242,   2.966,   0.101,   0.962,   0.994,   0.998
  8.148,   0.024,   0.056,   0.244,   3.012,   0.083,   0.982,   0.998,   1.000
  4.998,   0.024,   0.057,   0.115,   1.846,   0.071,   0.984,   1.000,   1.000
 10.012,   0.029,   0.070,   0.194,   2.252,   0.108,   0.966,   0.992,   0.997
 11.861,   0.034,   0.074,   0.297,   3.323,   0.124,   0.921,   0.992,   0.998
  6.121,   0.021,   0.046,   0.098,   1.829,   0.067,   0.989,   0.999,   0.999
 17.967,   0.070,   0.142,   0.925,   5.536,   0.227,   0.817,   0.937,   0.980
  8.454,   0.023,   0.052,   0.142,   1.982,   0.085,   0.958,   1.000,   1.000
  6.633,   0.018,   0.040,   0.090,   1.594,   0.067,   0.978,   0.999,   1.000
  4.482,   0.026,   0.062,   0.103,   1.594,   0.071,   0.999,   1.000,   1.000
  5.715,   0.015,   0.035,   0.068,   1.641,   0.058,   0.992,   0.999,   1.000
  9.231,   0.023,   0.052,   0.244,   3.292,   0.094,   0.946,   0.998,   0.999
  8.260,   0.029,   0.064,   0.177,   2.317,   0.095,   0.970,   0.996,   0.997
  7.669,   0.021,   0.049,   0.101,   1.598,   0.077,   0.980,   0.999,   0.999
 11.292,   0.039,   0.084,   0.331,   3.289,   0.131,   0.898,   0.994,   1.000
